"","draw_size","tourney_date","match_num","winner_hand","winner_ioc","best_of","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced"
"8156",32,19960506,23,1,"4",3,134,9,6,83,39,33,27,16,4,6,10,9,124,71,48,30,16,13,16
"8157",32,19960506,24,0,"12",3,139,1,9,110,58,37,22,15,12,18,3,9,114,67,34,18,16,6,15
"8158",32,19960506,25,1,"91",3,125,3,2,75,45,28,15,12,4,8,3,3,102,57,34,21,12,8,13
"8159",32,19960506,26,0,"2",3,134,11,0,111,74,54,12,16,7,12,2,6,112,59,37,24,15,8,12
"8160",32,19960506,27,1,"4",3,82,11,6,62,30,25,16,11,2,4,1,3,70,38,25,15,11,5,9
"8161",32,19960506,28,0,"12",3,139,0,4,90,49,29,25,14,3,6,9,8,110,69,51,13,16,3,7
"8162",32,19960506,29,1,"91",3,77,1,1,59,41,32,8,9,6,7,1,2,61,35,23,9,9,3,7
"8163",32,19960506,30,0,"12",3,89,2,3,66,37,24,20,12,5,8,2,3,69,25,20,18,12,1,6
"8164",32,19960506,31,0,"12",3,93,2,3,61,28,20,21,9,4,5,1,6,62,34,21,13,9,7,11
"8165",32,19960429,1,0,"5",3,65,2,0,47,30,25,8,7,3,3,4,5,60,30,16,9,7,6,11
"8166",32,19960429,2,1,"38",3,73,0,3,48,30,24,9,9,0,1,0,2,59,42,21,8,9,3,8
"8167",32,19960429,3,0,"25",3,77,0,2,48,23,16,14,7,5,6,0,2,65,38,19,10,8,8,14
"8168",32,19960429,4,1,"4",3,82,17,8,66,37,28,11,11,0,3,2,1,66,37,24,12,11,2,7
"8169",32,19960429,5,0,"23",3,59,9,2,56,28,23,17,9,1,1,1,2,43,22,14,10,8,2,5
"8170",32,19960429,6,1,"32",3,91,0,0,71,57,32,8,11,5,9,4,0,75,35,20,16,11,5,11
"8171",32,19960429,7,1,"32",3,71,0,1,56,35,26,12,9,5,6,1,0,66,46,25,10,9,7,10
"8172",32,19960429,8,1,"32",3,74,1,1,51,30,20,9,8,8,11,2,4,69,39,21,7,9,6,13
"8173",32,19960429,9,1,"5",3,97,0,0,80,71,43,6,13,4,7,8,1,79,43,24,17,12,4,9
"8174",32,19960429,10,1,"25",3,36,5,0,34,23,21,7,7,0,0,0,1,38,23,9,6,6,7,12
"8175",32,19960429,11,1,"2",3,72,3,0,52,32,25,14,9,3,3,2,1,58,32,21,9,9,5,8
"8176",32,19960429,12,1,"38",3,75,3,1,56,28,21,18,10,1,2,4,1,66,40,24,12,9,7,10
"8177",32,19960429,13,1,"38",3,88,7,1,80,45,30,21,11,10,11,0,2,57,45,29,5,10,0,3
"8178",32,19960429,14,1,"91",3,62,4,1,55,38,24,12,8,7,8,1,1,63,53,25,5,9,4,9
"8179",32,19960429,15,1,"32",3,73,7,1,60,35,25,14,10,1,3,3,0,68,36,22,14,11,2,7
"8180",32,19960429,16,1,"38",3,80,5,4,60,31,25,16,10,4,5,3,1,59,26,22,14,10,4,7
"8181",32,19960429,17,0,"5",3,145,2,2,103,77,53,11,15,13,16,6,9,129,55,45,26,15,10,15
"8182",32,19960429,18,1,"4",3,70,3,1,55,32,27,13,10,0,3,2,2,57,36,24,2,9,3,7
"8183",32,19960429,19,0,"23",3,110,16,5,95,53,45,22,16,1,1,3,3,93,70,51,12,15,3,5
"8184",32,19960429,20,1,"32",3,115,2,2,89,59,40,20,14,3,4,1,5,105,73,46,10,14,7,12
"8185",32,19960429,21,1,"25",3,81,1,1,58,39,28,9,10,3,5,0,0,53,39,22,5,10,2,7
"8186",32,19960429,22,1,"2",3,108,3,6,79,49,34,10,12,6,10,7,1,81,50,33,12,12,7,12
"8187",32,19960429,23,1,"38",3,87,4,1,70,36,25,16,9,7,9,1,3,64,31,19,13,9,9,14
"8188",32,19960429,24,1,"38",3,118,10,5,86,49,39,16,15,3,7,5,6,105,62,38,22,16,14,20
"8189",32,19960429,25,0,"5",3,78,1,1,72,56,33,11,12,9,12,12,5,62,35,24,14,11,1,4
"8190",32,19960429,26,1,"32",3,60,3,1,53,39,30,8,10,2,3,5,2,50,23,17,14,9,2,5
"8191",32,19960429,27,1,"25",3,71,1,0,46,23,18,12,8,1,2,4,3,49,29,16,8,8,3,8
"8192",32,19960429,28,1,"38",3,119,5,4,92,57,42,15,12,5,8,5,1,72,45,28,16,12,2,5
"8193",32,19960429,29,1,"32",3,70,0,0,55,38,27,10,9,1,2,0,2,59,38,21,10,9,1,5
"8194",32,19960429,30,1,"25",3,171,1,0,114,88,50,19,16,9,14,9,2,128,80,56,19,16,7,10
"8195",32,19960429,31,1,"25",3,114,3,1,99,62,45,20,15,4,5,4,1,90,64,45,15,14,9,11
"8196",32,19961007,1,1,"99",3,62,5,2,60,34,27,11,9,2,3,4,2,46,28,18,5,8,5,9
"8197",32,19961007,2,1,"25",3,67,15,1,61,40,33,11,10,2,2,4,1,50,29,20,12,9,2,4
"8198",32,19961007,3,0,"4",3,60,6,0,48,29,23,9,9,0,1,3,4,70,44,28,9,9,7,11
"8199",32,19961007,4,0,"99",3,118,13,6,97,55,45,24,16,2,3,21,7,102,65,50,20,16,6,7
"8200",32,19961007,5,1,"38",3,138,11,7,123,63,51,31,17,4,5,16,5,98,65,53,19,17,0,0
"8201",32,19961007,6,1,"15",3,76,10,3,60,38,30,13,10,1,1,4,5,67,39,27,12,10,4,7
"8202",32,19961007,7,1,"91",3,70,3,4,58,28,25,18,11,0,1,8,0,67,43,30,9,10,5,8
"8203",32,19961007,8,1,"100",3,84,8,3,70,42,34,16,12,3,4,9,4,74,42,30,17,12,3,6
"8204",32,19961007,9,1,"69",3,72,0,2,71,42,30,16,10,4,5,0,1,59,42,20,11,10,1,5
"8205",32,19961007,10,1,"38",3,114,16,9,105,53,46,21,15,7,9,13,1,86,49,36,18,15,4,8
"8206",32,19961007,11,1,"69",3,115,5,7,117,77,48,23,16,8,10,15,9,101,46,37,25,16,8,12
"8207",32,19961007,12,1,"104",3,155,11,1,126,75,57,20,17,8,13,8,9,152,82,56,31,17,15,19
"8208",32,19961007,13,1,"99",3,52,2,0,37,24,17,12,8,0,1,0,1,54,38,20,5,8,1,6
"8209",32,19961007,14,1,"12",3,109,12,7,97,49,38,30,17,1,3,10,8,103,56,40,31,17,4,6
"8210",32,19961007,15,0,"36",3,42,9,1,40,23,19,13,8,0,0,3,4,42,23,13,6,7,3,7
"8211",32,19961007,16,1,"35",3,65,3,1,45,32,25,8,8,0,0,2,6,71,42,29,8,9,6,10
"8212",32,19961007,17,1,"25",3,79,12,3,78,52,39,11,10,7,7,5,1,47,22,18,15,9,2,4
"8213",32,19961007,18,0,"4",3,69,14,3,71,43,33,19,11,3,3,13,6,63,35,31,14,10,4,5
"8214",32,19961007,19,1,"38",3,65,7,7,70,40,35,11,9,8,8,5,3,60,43,27,7,9,3,6
"8215",32,19961007,20,1,"91",3,56,4,2,48,25,18,15,9,0,1,4,2,59,34,22,9,10,4,8
"8216",32,19961007,21,1,"69",3,70,8,2,59,46,41,8,11,0,0,9,3,67,44,36,11,11,6,7
"8217",32,19961007,22,1,"104",3,45,7,2,46,29,20,12,8,0,1,2,0,47,31,16,6,8,1,6
"8218",32,19961007,23,1,"12",3,108,3,3,91,48,34,25,14,3,5,4,1,93,65,47,17,15,6,7
"8219",32,19961007,24,0,"36",3,116,20,6,91,56,49,23,16,0,0,10,4,107,69,54,16,15,4,6
"8220",32,19961007,25,1,"25",3,103,15,2,90,54,47,19,16,4,5,4,2,78,41,32,26,14,5,8
"8221",32,19961007,26,1,"91",3,85,5,1,67,32,25,18,12,1,3,4,4,69,31,24,16,12,7,11
"8222",32,19961007,27,1,"104",3,75,2,1,60,40,35,15,11,0,0,9,7,74,43,33,15,11,5,6
"8223",32,19961007,28,0,"36",3,50,14,3,47,29,27,13,10,0,0,5,2,52,29,22,11,9,3,5
"8224",32,19961007,29,1,"25",3,117,17,0,98,56,43,23,15,5,7,12,5,90,46,35,28,15,3,5
"8225",32,19961007,30,0,"36",3,54,10,3,38,23,22,8,8,1,2,0,0,63,49,22,7,8,7,12
"8226",32,19961007,31,0,"36",3,75,11,1,68,40,33,16,11,3,4,9,0,64,42,33,11,11,2,4
"8227",32,19960819,1,1,"99",3,68,5,3,53,23,19,19,8,2,2,3,5,53,24,17,10,8,1,5
"8228",32,19960819,2,1,"32",3,135,11,8,107,58,44,20,15,5,10,1,5,91,57,37,17,15,2,7
"8229",32,19960819,3,1,"90",3,109,1,10,91,35,26,28,14,4,8,1,4,84,40,25,24,13,4,8
"8230",32,19960819,4,0,"63",3,106,3,4,97,46,35,25,14,10,12,6,2,85,48,35,19,13,3,5
"8231",32,19960819,5,1,"99",3,70,5,0,56,37,31,9,10,0,1,1,3,55,30,20,13,10,0,3
"8232",32,19960819,6,1,"99",3,107,2,0,81,40,30,19,11,5,8,4,7,92,48,33,16,11,6,10
"8233",32,19960819,7,1,"90",3,117,7,4,96,57,44,24,15,4,5,4,1,108,63,49,22,15,7,8
"8234",32,19960819,8,1,"97",3,91,13,2,70,39,33,16,13,0,2,4,9,93,40,28,23,13,8,13
"8235",32,19960819,9,1,"63",3,84,10,2,76,44,27,22,10,6,7,1,6,62,31,21,13,9,3,6
"8236",32,19960819,10,1,"25",3,85,7,2,56,35,28,14,10,0,1,8,10,77,40,27,15,10,10,13
"8237",32,19960819,11,1,"99",3,128,8,3,126,78,51,30,17,5,7,10,4,97,57,44,17,16,0,3
"8238",32,19960819,12,1,"99",3,67,2,0,52,24,19,18,9,1,2,8,2,50,27,21,8,9,4,8
"8239",32,19960819,13,1,"81",3,65,3,2,60,36,31,11,10,6,7,4,5,58,26,20,13,9,4,7
"8240",32,19960819,14,1,"50",3,125,3,4,94,68,49,16,16,2,3,13,3,102,65,44,21,17,3,6
"8241",32,19960819,15,1,"91",3,82,5,3,62,37,25,14,10,6,9,2,3,60,26,15,14,9,4,9
"8242",32,19960819,16,1,"69",3,84,3,3,75,55,33,15,11,6,7,1,6,69,41,28,14,10,5,7
"8243",32,19960819,17,1,"99",3,75,5,0,52,23,18,19,9,4,5,2,1,57,24,14,14,8,5,9
"8244",32,19960819,18,1,"90",3,85,8,4,71,41,34,15,12,5,7,5,0,73,51,33,14,12,3,6
"8245",32,19960819,19,1,"99",3,151,12,4,107,60,47,22,16,4,7,10,4,124,78,50,22,16,6,11
"8246",32,19960819,20,1,"97",3,60,4,2,59,32,23,18,9,0,0,0,3,49,34,18,10,8,5,8
"8247",32,19960819,21,1,"25",3,98,9,3,68,38,33,17,13,4,5,1,3,70,40,28,16,12,4,7
"8248",32,19960819,22,1,"99",3,99,9,5,77,45,34,15,14,2,5,10,5,88,41,30,22,14,4,8
"8249",32,19960819,23,1,"81",3,87,2,3,77,50,32,18,13,5,8,0,1,78,55,28,10,13,4,11
"8250",32,19960819,24,1,"91",3,64,8,3,48,28,23,13,9,0,0,1,5,56,32,21,9,9,2,5
"8251",32,19960819,25,1,"90",3,82,5,4,54,25,21,17,10,0,1,5,4,64,28,23,16,10,7,10
"8252",32,19960819,26,1,"97",3,143,9,6,105,62,49,18,15,2,5,11,4,106,55,38,26,16,7,11
"8253",32,19960819,27,1,"25",3,109,8,7,87,40,33,27,15,2,4,2,4,79,45,31,19,14,3,7
"8254",32,19960819,28,1,"81",3,81,5,3,59,34,28,17,10,2,2,8,3,65,26,20,19,10,3,5
"8255",32,19960819,29,1,"97",3,93,3,4,76,43,35,12,10,6,8,1,10,73,29,18,20,11,4,8
"8256",32,19960819,30,1,"25",3,151,12,2,109,56,41,31,18,4,8,3,1,107,72,47,20,18,9,14
"8257",32,19960819,31,1,"97",3,87,6,0,59,36,26,17,11,1,2,4,5,71,40,32,9,10,7,10
"8258",32,19960212,1,1,"25",3,77,7,1,70,39,28,13,10,8,11,2,4,72,36,23,13,10,6,11
"8259",32,19960212,2,1,"32",3,61,3,0,40,21,19,13,8,0,0,2,4,67,32,20,14,8,8,12
"8260",32,19960212,3,0,"35",3,134,8,4,93,57,41,12,16,3,9,2,2,121,66,38,25,15,17,23
"8261",32,19960212,4,1,"69",3,66,8,4,59,35,27,14,10,5,6,3,3,50,19,14,15,9,4,7
"8262",32,19960212,5,1,"25",3,127,13,3,98,61,48,10,14,8,11,4,6,99,45,30,26,15,7,12
"8263",32,19960212,6,1,"81",3,144,11,7,126,68,50,26,17,9,13,8,6,98,48,39,26,17,3,7
"8264",32,19960212,7,0,"35",3,99,6,1,67,37,29,25,14,0,1,7,2,86,52,36,17,14,3,6
"8265",32,19960212,8,1,"89",3,65,7,0,51,33,24,12,9,1,2,1,2,56,33,21,9,9,3,7
"8266",32,19960212,9,1,"25",3,152,2,8,135,66,41,36,17,9,15,10,4,105,72,47,15,17,0,5
"8267",32,19960212,10,1,"38",3,99,4,2,62,27,20,24,10,1,1,2,3,59,25,20,15,9,4,6
"8268",32,19960212,11,1,"8",3,50,9,2,43,30,27,7,9,0,1,2,1,56,37,18,11,9,4,8
"8269",32,19960212,12,1,"32",3,92,6,6,96,56,39,20,11,10,12,1,1,70,40,26,17,10,2,5
"8270",32,19960212,13,1,"35",3,85,3,1,64,38,28,13,10,2,3,2,1,58,25,16,19,10,2,5
"8271",32,19960212,14,1,"25",3,105,12,3,76,47,37,18,14,0,2,6,6,81,50,35,11,14,2,7
"8272",32,19960212,15,1,"36",3,94,8,2,58,39,30,9,10,1,3,2,1,84,48,28,17,11,5,9
"8273",32,19960212,16,1,"32",3,128,15,2,107,59,50,25,17,1,2,11,1,105,56,47,24,16,4,6
"8274",32,19960212,17,1,"32",3,139,8,6,117,70,51,19,16,6,11,6,2,105,51,35,23,15,7,13
"8275",32,19960212,18,0,"35",3,134,8,3,100,73,57,15,16,5,6,11,10,132,79,60,25,16,11,12
"8276",32,19960212,19,1,"81",3,127,6,6,103,60,45,23,16,1,2,7,4,89,51,36,23,15,2,5
"8277",32,19960212,20,0,"35",3,89,11,1,66,38,31,18,11,0,1,4,1,59,29,25,16,10,2,4
"8278",32,19960212,21,1,"38",3,81,3,3,62,27,24,22,10,2,2,2,6,87,54,34,15,10,7,9
"8279",32,19960212,22,1,"8",3,99,10,3,86,35,30,31,15,1,2,7,2,88,45,33,25,15,1,4
"8280",32,19960212,23,1,"35",3,54,3,2,43,23,22,12,8,0,0,2,3,37,14,12,7,7,0,4
"8281",32,19960212,24,1,"32",3,94,4,3,88,47,34,21,13,6,8,2,4,71,33,25,21,13,3,7
"8282",32,19960212,25,1,"32",3,69,1,0,55,44,32,8,10,2,3,5,6,61,38,26,7,10,4,8
"8283",32,19960212,26,0,"35",3,123,7,1,88,48,39,24,15,4,5,12,4,99,51,37,27,16,4,7
"8284",32,19960212,27,1,"38",3,133,13,6,125,55,48,39,17,9,10,10,3,104,59,48,27,17,1,1
"8285",32,19960212,28,1,"35",3,109,7,0,75,45,33,17,14,0,3,1,3,79,46,31,14,13,7,12
"8286",32,19960212,29,0,"35",3,81,9,0,63,35,29,17,11,1,3,7,2,62,41,31,7,10,0,3
"8287",32,19960212,30,1,"35",3,109,6,2,77,40,34,20,13,2,3,8,3,83,31,23,28,13,5,8
"8288",32,19960212,31,0,"35",3,93,7,0,63,38,26,12,11,2,5,7,5,76,42,26,14,11,9,14
"8289",128,19960624,1,1,"99",5,135,16,8,154,85,70,26,19,8,12,6,3,126,67,43,28,19,6,13
"8290",128,19960624,2,1,"4",5,135,15,10,137,75,67,28,20,3,5,15,3,146,85,62,29,19,12,17
"8291",128,19960624,3,1,"104",5,124,7,7,130,76,55,26,18,4,7,10,18,132,56,44,22,18,8,16
"8292",128,19960624,4,1,"90",5,83,7,6,90,38,35,29,14,2,3,5,6,83,41,28,18,13,1,6
"8293",128,19960624,5,1,"90",5,120,5,4,112,86,68,13,17,2,3,13,5,132,82,65,19,16,9,12
"8294",128,19960624,6,1,"36",5,135,5,1,110,70,45,25,18,1,5,5,12,143,74,45,24,18,7,16
"8295",128,19960624,7,1,"36",5,175,2,8,139,73,45,29,18,8,15,1,9,148,90,49,23,19,4,12
"8296",128,19960624,8,1,"35",5,140,8,6,135,77,58,32,17,8,10,5,6,123,74,54,23,17,5,8
"8297",128,19960624,9,1,"38",5,112,23,7,131,90,81,15,17,1,2,0,5,101,65,44,13,16,4,9
"8298",128,19960624,10,1,"54",5,73,7,1,64,41,36,15,11,0,0,0,6,72,37,21,7,10,4,11
"8299",128,19960624,11,1,"4",5,106,4,5,78,45,41,13,12,1,1,8,18,128,63,50,10,13,10,16
"8300",128,19960624,12,1,"91",5,91,14,5,106,70,57,18,15,1,2,6,7,101,50,39,18,14,7,12
"8301",128,19960624,13,0,"36",5,97,27,4,130,90,79,21,16,0,0,5,5,103,72,54,15,16,0,2
"8302",128,19960624,14,1,"72",5,140,4,5,121,100,69,8,17,6,9,3,9,138,104,70,4,16,11,16
"8303",128,19960624,15,1,"99",5,120,13,4,138,100,70,18,16,12,16,6,10,112,58,41,19,15,2,8
"8304",128,19960624,16,1,"69",5,93,22,5,111,73,67,16,15,2,3,0,1,100,68,43,17,14,8,12
"8305",128,19960624,17,0,"23",5,55,18,3,73,52,48,14,11,0,0,0,5,59,34,15,7,11,1,8
"8306",128,19960624,18,1,"35",5,230,4,12,166,94,76,12,21,7,14,7,3,143,103,76,11,21,3,9
"8307",128,19960624,19,0,"83",5,117,3,2,109,54,36,34,18,4,8,11,9,142,74,57,25,18,5,10
"8308",128,19960624,20,1,"25",5,118,13,9,136,82,72,21,19,3,4,14,2,109,62,53,24,18,5,9
"8309",128,19960624,21,0,"51",5,112,2,3,84,46,35,20,13,0,1,4,3,119,77,48,15,13,14,20
"8310",128,19960624,22,1,"4",5,115,5,3,98,63,51,22,15,1,1,6,8,125,72,52,20,15,6,9
"8311",128,19960624,23,1,"83",5,127,10,8,123,70,60,29,18,4,4,11,7,142,76,49,32,18,5,11
"8312",128,19960624,24,1,"89",5,115,11,7,119,67,56,26,18,1,3,7,6,120,66,47,21,18,2,8
"8313",128,19960624,25,1,"91",5,155,11,6,137,87,71,24,20,6,8,12,10,164,101,73,25,20,10,15
"8314",128,19960624,26,1,"91",5,177,14,3,140,94,75,23,19,3,5,23,8,140,94,82,22,20,1,2
"8315",128,19960624,27,1,"32",5,135,12,6,126,68,55,39,20,5,7,16,9,151,85,69,33,21,4,7
"8316",128,19960624,28,1,"89",5,85,5,1,87,53,38,18,13,1,4,3,5,88,49,29,9,13,4,12
"8317",128,19960624,29,1,"25",5,104,9,4,112,73,58,21,15,4,5,8,9,130,73,53,18,15,10,14
"8318",128,19960624,30,1,"4",5,175,14,11,179,89,74,37,23,9,13,4,8,170,113,69,24,23,13,21
"8319",128,19960624,31,0,"51",5,130,5,5,132,82,54,24,17,11,15,5,6,140,96,56,13,17,9,18
"8320",128,19960624,32,1,"32",5,167,8,7,172,118,83,20,21,10,15,10,7,147,70,56,38,22,0,5
"8321",128,19960624,33,1,"36",5,218,23,7,214,166,125,14,28,8,13,11,9,210,159,110,21,27,14,20
"8322",128,19960624,34,1,"36",5,133,3,1,117,73,51,20,15,8,11,3,8,112,58,44,14,16,7,14
"8323",128,19960624,35,1,"36",5,171,14,9,195,136,99,19,24,15,20,4,9,150,92,64,23,23,2,8
"8324",128,19960624,36,1,"29",5,223,6,8,196,112,76,44,26,14,18,14,8,201,122,92,36,27,12,17
"8325",128,19960624,37,1,"4",5,105,11,3,118,68,56,25,17,4,6,3,3,89,42,29,22,16,3,9
"8326",128,19960624,38,1,"91",5,102,6,5,113,80,57,11,15,8,11,2,9,112,58,37,19,14,12,18
"8327",128,19960624,39,1,"51",5,150,7,4,145,93,68,23,21,3,8,10,3,141,84,60,23,22,7,15
"8328",128,19960624,40,1,"82",5,103,9,9,112,59,52,25,15,5,6,12,15,131,61,52,25,15,11,15
"8329",128,19960624,41,1,"99",5,112,15,3,104,75,61,12,14,6,8,5,5,107,64,44,14,14,7,13
"8330",128,19960624,42,1,"99",5,89,10,2,75,54,49,13,13,0,0,1,4,89,60,36,9,12,6,11
"8331",128,19960624,43,1,"51",5,174,6,2,155,116,83,17,22,12,16,10,7,194,137,90,20,23,16,23
"8332",128,19960624,44,1,"36",5,100,6,7,93,55,50,19,16,1,2,4,6,96,50,41,19,16,1,5
"8333",128,19960624,45,0,"63",5,174,12,6,178,115,92,23,25,5,9,7,19,202,104,75,37,25,9,16
"8334",128,19960624,46,1,"91",5,163,19,5,182,109,82,37,24,6,12,10,10,161,112,75,19,23,8,15
"8335",128,19960624,47,1,"99",5,141,18,9,157,95,80,33,21,7,7,1,2,126,98,64,16,19,7,10
"8336",128,19960624,48,1,"99",5,152,22,8,160,96,77,29,21,5,10,6,9,176,92,66,38,21,13,17
"8337",128,19960624,49,1,"99",5,145,17,3,127,83,66,23,18,4,7,7,7,134,90,58,18,18,9,14
"8338",128,19960624,50,1,"6",5,100,1,2,75,46,37,17,13,3,4,0,5,101,74,43,4,12,12,18
"8339",128,19960624,51,1,"69",5,114,9,2,114,80,61,20,18,4,6,5,4,123,68,45,23,18,6,13
"8340",128,19960624,52,1,"101",5,103,11,2,106,81,64,13,14,5,5,3,3,89,59,38,13,13,5,9
"8341",128,19960624,53,1,"25",5,114,2,2,100,68,47,17,16,1,4,6,10,137,72,52,22,17,7,13
"8342",128,19960624,54,1,"8",5,144,7,13,141,61,51,33,20,5,9,7,3,139,93,65,18,20,5,11
"8343",128,19960624,55,1,"99",5,183,12,8,160,86,74,37,23,1,4,21,7,194,118,90,33,22,11,16
"8344",128,19960624,56,1,"91",5,91,12,7,99,58,53,17,13,5,5,7,10,93,48,34,14,12,5,10
"8345",128,19960624,57,1,"38",5,189,27,6,152,93,81,34,22,0,1,5,7,137,72,58,36,21,5,7
"8346",128,19960624,58,1,"51",5,195,11,8,175,92,70,37,24,8,13,11,6,160,96,74,29,24,11,17
"8347",128,19960624,59,1,"99",5,105,8,3,95,61,51,15,14,5,6,6,11,103,43,34,18,13,1,6
"8348",128,19960624,60,1,"35",5,78,2,3,76,48,37,20,13,4,4,3,4,75,49,32,10,12,3,8
"8349",128,19960624,61,1,"82",5,105,8,3,102,65,53,17,14,5,5,11,5,96,64,45,12,13,7,12
"8350",128,19960624,62,1,"82",5,115,9,15,139,73,54,26,14,11,13,2,2,93,52,36,13,13,6,12
"8351",128,19960624,63,1,"32",5,178,11,11,194,131,88,14,24,12,21,4,3,168,111,73,20,24,11,19
"8352",128,19960624,64,1,"38",5,85,15,5,90,59,54,13,12,3,3,4,4,75,38,24,14,11,5,11
"8353",128,19960624,65,1,"99",5,106,15,1,97,73,68,16,16,0,0,28,5,139,93,79,21,16,6,8
"8354",128,19960624,66,1,"90",5,167,12,9,170,98,72,37,24,9,13,9,5,165,104,67,31,23,9,16
"8355",128,19960624,67,1,"90",5,190,6,8,174,92,61,39,25,10,17,7,4,160,84,62,36,25,9,16
"8356",128,19960624,68,1,"35",5,93,8,6,102,63,51,18,13,5,5,5,6,81,52,35,7,12,5,10
"8357",128,19960624,69,1,"38",5,163,16,7,155,90,74,39,21,9,11,12,5,156,104,76,23,20,7,12
"8358",128,19960624,70,1,"4",5,134,16,12,140,73,58,35,18,4,6,11,6,154,100,73,22,19,5,8
"8359",128,19960624,71,1,"72",5,155,5,3,157,116,92,17,21,5,8,28,10,173,116,106,16,21,0,4
"8360",128,19960624,72,1,"69",5,85,19,0,90,59,56,19,14,0,0,3,3,90,51,38,14,14,6,10
"8361",128,19960624,73,0,"23",5,87,21,6,106,67,63,22,16,0,0,6,3,111,75,57,15,16,5,8
"8362",128,19960624,74,0,"83",5,200,12,9,200,109,84,42,26,10,15,21,13,195,100,88,36,25,8,13
"8363",128,19960624,75,1,"4",5,109,1,3,88,59,44,15,15,0,2,3,6,97,50,32,19,14,4,10
"8364",128,19960624,76,1,"89",5,106,25,2,115,79,67,26,15,4,4,9,5,117,79,58,16,16,4,7
"8365",128,19960624,77,1,"91",5,157,6,3,159,92,65,37,21,7,10,4,7,147,77,57,35,21,4,8
"8366",128,19960624,78,1,"89",5,160,10,5,158,95,74,26,20,9,13,7,5,131,58,44,33,19,4,10
"8367",128,19960624,79,1,"4",5,95,7,4,90,49,37,22,13,2,4,1,5,100,70,35,8,13,7,14
"8368",128,19960624,80,0,"51",5,190,5,7,133,82,68,23,21,2,5,10,3,146,94,73,31,22,5,7
"8369",128,19960624,81,1,"36",5,128,9,2,117,73,55,26,17,4,6,2,5,111,61,32,22,15,13,22
"8370",128,19960624,82,1,"36",5,230,5,7,195,132,91,21,25,6,12,7,13,222,127,89,21,24,22,33
"8371",128,19960624,83,1,"91",5,106,3,6,119,78,57,14,15,7,9,1,11,101,48,31,19,14,3,8
"8372",128,19960624,84,1,"82",5,118,15,8,137,77,66,24,17,8,10,3,3,110,69,43,22,17,7,12
"8373",128,19960624,85,1,"99",5,130,9,3,112,76,58,15,15,5,7,9,12,133,86,58,14,15,9,14
"8374",128,19960624,86,1,"51",5,115,1,4,100,71,53,14,15,3,3,5,4,102,66,47,12,15,3,7
"8375",128,19960624,87,1,"91",5,98,9,3,105,72,53,18,14,6,7,4,3,96,61,40,15,14,6,11
"8376",128,19960624,88,1,"99",5,122,5,3,123,69,51,27,18,4,8,11,7,130,69,55,22,18,6,12
"8377",128,19960624,89,1,"99",5,81,9,1,70,54,44,10,11,1,1,5,11,91,51,29,11,12,4,11
"8378",128,19960624,90,1,"69",5,130,6,3,112,67,49,24,16,4,6,9,10,147,83,59,23,16,10,14
"8379",128,19960624,91,1,"25",5,109,6,8,117,59,45,27,16,9,12,7,14,137,65,47,24,16,10,16
"8380",128,19960624,92,1,"99",5,117,13,5,115,69,60,21,16,5,7,17,14,135,68,56,23,15,4,8
"8381",128,19960624,93,1,"38",5,70,3,1,55,32,27,13,10,0,3,2,2,57,36,24,2,9,3,7
"8382",128,19960624,94,1,"99",5,127,12,5,117,70,56,32,17,0,0,8,11,123,56,49,31,17,3,5
"8383",128,19960624,95,1,"82",5,125,9,6,119,68,51,22,15,9,11,8,3,121,72,51,15,15,10,16
"8384",128,19960624,96,1,"38",5,123,18,7,121,78,62,19,19,4,9,5,3,132,93,50,19,18,11,19
"8385",128,19960624,97,1,"99",5,70,3,1,55,32,27,13,10,0,3,2,2,57,36,24,2,9,3,7
"8386",128,19960624,98,1,"35",5,70,3,1,55,32,27,13,10,0,3,2,2,57,36,24,2,9,3,7
"8387",128,19960624,99,1,"38",5,70,3,1,55,32,27,13,10,0,3,2,2,57,36,24,2,9,3,7
"8388",128,19960624,100,1,"69",5,152,29,6,110,65,52,34,21,3,5,2,8,120,72,54,28,21,8,13
"8389",128,19960624,101,0,"23",5,70,3,1,55,32,27,13,10,0,3,2,2,57,36,24,2,9,3,7
"8390",128,19960624,102,1,"4",5,70,3,1,55,32,27,13,10,0,3,2,2,57,36,24,2,9,3,7
"8391",128,19960624,103,1,"89",5,70,3,1,55,32,27,13,10,0,3,2,2,57,36,24,2,9,3,7
"8392",128,19960624,104,1,"4",5,70,3,1,55,32,27,13,10,0,3,2,2,57,36,24,2,9,3,7
"8393",128,19960624,105,1,"36",5,70,3,1,55,32,27,13,10,0,3,2,2,57,36,24,2,9,3,7
"8394",128,19960624,106,1,"91",5,70,3,1,55,32,27,13,10,0,3,2,2,57,36,24,2,9,3,7
"8395",128,19960624,107,1,"99",5,70,3,1,55,32,27,13,10,0,3,2,2,57,36,24,2,9,3,7
"8396",128,19960624,108,1,"91",5,70,3,1,55,32,27,13,10,0,3,2,2,57,36,24,2,9,3,7
"8397",128,19960624,109,1,"69",5,70,3,1,55,32,27,13,10,0,3,2,2,57,36,24,2,9,3,7
