"","draw_size","tourney_date","match_num","winner_hand","winner_ioc","best_of","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced"
"1",128,19980119,1,1,"99",5,102,17,2,94,66,61,13,15,0,1,5,3,114,71,47,18,15,9,14
"2",128,19980119,2,1,"51",5,155,1,1,128,74,48,28,19,6,12,0,7,131,82,50,14,17,6,14
"3",128,19980119,3,1,"91",5,110,3,1,86,52,28,22,12,5,8,1,2,105,68,32,16,13,13,22
"4",128,19980119,4,1,"25",5,140,2,1,118,75,54,25,20,3,6,0,5,129,73,49,26,20,6,10
"5",128,19980119,5,0,"32",5,140,0,1,97,66,49,15,17,7,10,5,7,137,89,57,17,18,7,13
"6",128,19980119,6,1,"99",5,165,22,6,173,113,90,22,20,5,8,2,8,136,70,42,33,20,6,12
"7",128,19980119,7,0,"63",5,111,5,2,116,72,55,19,15,7,9,3,5,110,73,48,10,14,9,14
"8",128,19980119,8,1,"4",5,111,22,1,120,95,84,15,17,0,0,20,3,129,73,65,29,17,5,6
"9",128,19980119,9,1,"90",5,107,11,8,115,59,47,22,14,5,8,1,3,77,42,29,17,15,5,10
"10",128,19980119,10,1,"25",5,195,8,7,165,85,58,35,21,12,19,4,10,137,73,54,23,21,10,17
"11",128,19980119,11,0,"15",5,96,13,10,118,69,59,21,14,1,1,2,1,80,55,35,16,13,0,4
"12",128,19980119,12,1,"25",5,122,4,6,103,68,41,18,13,2,6,4,6,94,58,32,13,13,2,8
"13",128,19980119,13,1,"91",5,90,1,1,69,57,43,7,13,5,7,0,4,108,72,39,11,12,10,17
"14",128,19980119,14,1,"15",5,250,20,3,216,154,120,31,29,9,12,20,9,251,133,105,54,29,10,15
"15",128,19980119,15,1,"4",5,197,14,8,152,86,68,28,23,7,13,1,4,171,101,66,32,22,12,18
"16",128,19980119,16,1,"32",5,162,6,4,145,89,64,33,21,7,10,15,7,177,109,82,25,22,9,15
"17",128,19980119,17,1,"91",5,111,4,6,96,57,45,17,15,6,8,2,2,104,70,37,14,14,10,17
"18",128,19980119,18,1,"82",5,125,10,3,117,67,52,22,18,3,8,5,17,134,59,43,20,18,10,18
"19",128,19980119,19,1,"29",5,215,4,8,195,127,87,30,26,14,19,4,9,173,93,61,33,24,13,21
"20",128,19980119,20,1,"35",5,204,11,4,150,100,80,21,23,5,8,12,7,194,110,74,34,21,15,23
"21",128,19980119,21,1,"99",5,185,5,3,144,90,59,32,23,7,12,9,9,157,93,71,26,23,2,8
"22",128,19980119,22,1,"99",5,123,7,0,97,69,54,16,18,1,4,5,3,122,64,45,25,19,2,9
"23",128,19980119,23,0,"51",5,210,11,7,186,98,70,37,25,13,20,3,4,150,96,62,26,25,4,13
"24",128,19980119,24,1,"104",5,150,1,3,120,86,64,13,18,8,11,1,1,148,108,66,13,18,12,19
"25",128,19980119,25,1,"32",5,172,3,2,125,73,49,27,20,3,9,1,3,118,85,42,19,19,2,9
"26",128,19980119,26,1,"38",5,170,4,9,146,83,75,19,23,1,4,0,6,144,91,67,18,22,9,16
"27",128,19980119,27,1,"35",5,113,5,1,86,60,37,18,14,6,10,6,4,103,72,46,14,15,10,13
"28",128,19980119,28,1,"32",5,198,12,6,175,110,84,24,25,6,12,13,3,175,119,88,23,24,6,12
"29",128,19980119,29,1,"89",5,170,8,14,153,67,49,37,22,4,10,9,10,176,105,77,29,23,11,16
"30",128,19980119,30,1,"99",5,166,6,1,160,97,67,37,25,8,14,6,7,175,112,68,23,25,13,23
"31",128,19980119,31,0,"4",5,120,8,2,110,57,44,31,17,4,7,8,4,120,72,50,17,17,10,16
"32",128,19980119,32,0,"25",5,123,7,7,116,61,50,29,18,7,9,3,8,128,73,50,19,18,5,11
"33",128,19980119,33,0,"36",5,99,27,4,118,76,72,24,16,2,2,7,5,108,59,45,23,15,1,3
"34",128,19980119,34,1,"99",5,45,2,0,48,25,19,13,8,5,6,0,2,40,32,14,2,7,0,4
"35",128,19980119,35,1,"4",5,123,7,3,113,73,53,21,17,6,9,3,0,99,59,34,24,16,5,11
"36",128,19980119,36,1,"8",5,209,7,15,214,155,103,15,24,13,21,12,5,172,140,95,10,24,11,18
"37",128,19980119,37,0,"2",5,225,13,14,208,121,88,31,27,10,17,5,11,196,111,79,33,26,13,21
"38",128,19980119,38,1,"99",5,90,5,2,74,59,48,5,12,2,3,2,2,77,48,27,6,11,9,16
"39",128,19980119,39,1,"35",5,203,12,4,168,104,75,32,21,16,19,5,4,118,78,57,19,20,6,10
"40",128,19980119,40,1,"12",5,125,15,2,118,64,54,33,18,1,2,2,9,139,99,63,14,17,10,14
"41",128,19980119,41,0,"69",5,144,14,7,155,98,78,32,19,8,9,18,8,160,94,76,29,20,4,7
"42",128,19980119,42,0,"35",5,259,5,3,129,94,68,14,18,11,13,9,7,174,103,71,31,20,11,16
"43",128,19980119,43,1,"99",5,150,14,5,123,78,65,23,18,3,5,3,5,133,76,54,27,19,5,10
"44",128,19980119,44,1,"38",5,93,12,7,100,52,44,19,13,3,6,8,2,100,65,41,9,13,2,10
"45",128,19980119,45,0,"4",5,195,8,12,186,111,84,27,23,6,10,2,2,154,113,73,21,23,5,12
"46",128,19980119,46,1,"104",5,105,6,4,83,48,41,19,13,2,2,0,3,97,62,32,17,13,4,9
"47",128,19980119,47,1,"35",5,145,8,5,133,101,69,10,20,7,13,5,2,136,107,61,11,21,3,13
"48",128,19980119,48,1,"99",5,182,9,2,145,81,63,37,22,8,11,14,5,137,70,57,33,20,7,11
"49",128,19980119,49,0,"91",5,126,14,5,134,80,62,26,17,2,5,2,4,117,68,44,22,17,7,12
"50",128,19980119,50,1,"35",5,113,13,1,109,80,69,16,16,1,1,7,3,107,76,58,12,14,4,6
"51",128,19980119,51,1,"63",5,138,12,6,140,91,68,24,21,5,9,7,6,144,98,62,21,20,7,13
"52",128,19980119,52,1,"32",5,121,16,3,123,104,77,8,18,1,4,3,3,122,102,60,11,18,4,9
"53",128,19980119,53,1,"4",5,29,0,0,21,11,7,9,5,0,0,0,4,36,15,7,9,4,3,5
"54",128,19980119,54,1,"4",5,94,5,3,88,43,34,24,14,1,3,5,5,90,43,28,20,13,8,14
"55",128,19980119,55,1,"91",5,95,6,0,94,69,51,14,14,2,3,7,1,91,59,41,15,14,5,10
"56",128,19980119,56,0,"17",5,71,4,2,83,63,44,11,11,10,11,1,7,70,43,21,3,11,2,10
"57",128,19980119,57,1,"32",5,100,1,2,82,59,41,17,15,0,2,6,2,106,63,43,19,15,5,10
"58",128,19980119,58,1,"99",5,142,5,4,112,73,54,24,18,4,6,23,3,178,118,81,28,19,19,24
"59",128,19980119,59,1,"38",5,110,5,2,99,67,48,18,15,1,4,13,11,133,67,52,23,15,5,11
"60",128,19980119,60,1,"51",5,130,12,1,119,87,68,17,17,5,6,3,7,140,96,61,14,17,14,20
"61",128,19980119,61,1,"32",5,118,3,3,113,95,69,7,18,7,10,7,7,129,74,54,19,19,6,12
"62",128,19980119,62,1,"97",5,65,8,0,59,44,40,12,11,0,0,4,6,80,38,22,12,11,2,9
"63",128,19980119,63,1,"99",5,92,9,3,91,61,47,15,12,6,7,2,5,96,60,35,9,12,5,12
"64",128,19980119,64,1,"4",5,219,25,4,183,129,103,22,24,1,6,5,4,181,115,72,34,24,8,14
"65",128,19980119,65,1,"99",5,111,10,2,68,38,36,22,12,0,0,5,2,74,51,28,11,11,3,9
"66",128,19980119,66,1,"91",5,139,8,5,120,65,49,27,17,1,4,5,3,119,68,39,24,17,10,18
"67",128,19980119,67,0,"32",5,70,3,1,55,32,27,13,10,0,3,2,2,57,36,24,2,9,3,7
"68",128,19980119,68,0,"63",5,177,14,4,112,67,57,19,16,3,7,10,2,113,79,57,12,16,5,10
"69",128,19980119,69,1,"90",5,197,8,16,168,103,76,22,23,6,12,6,6,167,113,66,22,22,13,22
"70",128,19980119,70,0,"15",5,145,22,12,163,93,79,28,20,7,9,11,6,140,76,60,24,19,6,12
"71",128,19980119,71,1,"15",5,175,5,6,165,113,84,17,25,7,12,6,7,176,117,79,21,25,9,17
"72",128,19980119,72,1,"4",5,154,11,5,143,103,84,15,21,3,6,3,2,127,96,71,15,21,8,12
"73",128,19980119,73,1,"91",5,169,10,8,162,81,64,39,24,9,14,10,10,174,100,68,31,25,8,17
"74",128,19980119,74,1,"35",5,187,5,11,162,75,52,39,23,11,18,6,5,147,100,67,19,23,6,14
"75",128,19980119,75,1,"99",5,105,4,3,82,46,36,19,14,1,3,7,1,86,58,37,16,15,4,10
"76",128,19980119,76,1,"104",5,50,2,2,37,25,17,5,7,1,3,4,2,57,25,14,8,7,6,13
"77",128,19980119,77,1,"32",5,103,5,2,85,50,33,20,13,3,6,3,8,73,29,24,5,12,2,10
"78",128,19980119,78,1,"35",5,138,14,5,134,80,68,30,20,5,6,12,4,122,77,65,21,19,4,7
"79",128,19980119,79,1,"99",5,136,4,1,113,73,50,27,19,5,8,7,14,126,57,44,26,19,1,7
"80",128,19980119,80,0,"25",5,105,10,4,113,72,60,20,15,3,4,9,3,104,64,45,21,15,1,5
"81",128,19980119,81,0,"36",5,68,14,4,66,38,35,19,11,0,0,3,1,64,39,28,13,11,3,6
"82",128,19980119,82,1,"4",5,135,11,7,136,77,63,25,20,4,8,3,6,110,60,42,22,19,3,9
"83",128,19980119,83,1,"99",5,147,11,8,156,95,74,25,21,3,6,19,15,170,92,72,31,21,9,14
"84",128,19980119,84,1,"35",5,148,13,2,148,108,78,18,20,10,14,11,6,148,90,59,23,20,10,18
"85",128,19980119,85,0,"35",5,214,8,5,179,131,97,23,26,8,11,21,9,202,127,96,33,26,10,15
"86",128,19980119,86,1,"38",5,186,12,9,153,75,55,35,22,7,15,10,9,154,74,56,32,21,13,20
"87",128,19980119,87,1,"104",5,125,10,4,150,108,79,22,20,7,9,15,7,162,92,64,31,20,10,15
"88",128,19980119,88,1,"35",5,156,11,2,119,72,57,25,17,3,6,12,4,135,85,68,19,17,10,14
"89",128,19980119,89,1,"35",5,182,14,4,171,110,85,28,25,7,11,13,2,153,90,67,31,23,7,13
"90",128,19980119,90,1,"63",5,160,18,5,155,106,89,27,22,6,8,14,10,180,91,65,44,21,9,13
"91",128,19980119,91,1,"4",5,125,3,5,117,66,49,29,15,4,4,7,1,93,67,47,13,14,0,3
"92",128,19980119,92,0,"17",5,162,8,8,142,91,68,25,21,3,6,11,4,153,99,70,25,21,3,7
"93",128,19980119,93,1,"99",5,150,4,3,127,85,63,19,20,3,7,10,5,149,110,79,13,20,9,14
"94",128,19980119,94,1,"51",5,142,3,9,127,61,47,32,19,5,8,8,11,145,91,63,15,18,9,15
"95",128,19980119,95,1,"32",5,112,1,10,113,73,49,10,16,5,11,4,7,114,60,38,18,16,7,15
"96",128,19980119,96,1,"4",5,206,13,7,188,122,97,27,26,10,15,18,5,164,117,89,24,25,3,8
"97",128,19980119,97,1,"99",5,105,16,2,108,71,62,22,16,1,1,6,3,94,57,44,19,15,5,8
"98",128,19980119,98,0,"63",5,192,7,4,185,107,70,35,22,24,31,4,5,145,85,51,28,22,6,16
"99",128,19980119,99,1,"90",5,100,10,7,108,69,55,18,14,9,11,3,5,95,53,31,19,13,5,11
"100",128,19980119,100,1,"4",5,130,11,3,117,73,62,22,17,4,5,4,4,98,69,44,11,16,4,10
"101",128,19980119,101,1,"91",5,111,3,2,91,61,47,16,16,4,7,4,2,111,60,35,24,15,4,10
"102",128,19980119,102,1,"104",5,92,6,0,75,59,37,10,12,6,11,1,4,82,60,23,3,12,4,15
"103",128,19980119,103,1,"35",5,126,3,2,106,71,47,20,13,8,9,2,2,80,48,27,13,12,7,13
"104",128,19980119,104,0,"25",5,99,8,7,95,58,49,19,14,0,1,5,1,104,64,40,19,14,5,10
"105",128,19980119,105,1,"4",5,120,2,4,90,54,43,21,15,2,4,12,8,131,70,51,27,15,8,13
"106",128,19980119,106,1,"35",5,186,11,2,157,111,81,26,24,5,9,13,6,196,118,83,38,25,12,18
"107",128,19980119,107,1,"38",5,59,5,4,49,26,22,11,9,0,1,5,2,58,39,23,8,8,4,8
"108",128,19980119,108,1,"35",5,125,3,3,103,70,47,18,15,3,5,4,1,91,69,39,14,14,5,11
"109",128,19980119,109,1,"35",5,125,6,1,101,70,54,23,15,3,3,8,5,122,78,57,18,15,5,8
"110",128,19980119,110,0,"17",5,75,7,2,72,49,38,11,12,2,5,1,2,81,49,22,10,13,6,15
"111",128,19980119,111,1,"99",5,70,6,1,75,50,40,15,11,5,5,3,4,66,40,21,6,11,4,11
"112",128,19980119,112,1,"32",5,172,3,1,55,32,27,13,10,0,3,2,2,57,36,24,2,9,3,7
"113",128,19980119,113,1,"99",5,128,24,3,143,106,88,18,16,3,3,15,1,123,81,60,23,16,2,4
"114",128,19980119,114,1,"90",5,144,6,7,116,64,50,24,18,5,9,7,3,127,80,50,23,19,10,18
"115",128,19980119,115,1,"91",5,92,10,0,78,48,42,18,13,2,3,0,0,75,60,33,4,12,2,8
"116",128,19980119,116,0,"25",5,130,14,4,117,79,64,21,19,5,8,4,0,111,82,53,15,19,3,8
"117",128,19980119,117,1,"35",5,136,2,0,115,69,50,26,15,8,9,5,5,114,63,41,24,14,7,11
"118",128,19980119,118,1,"38",5,106,13,8,117,55,47,31,16,4,6,1,0,82,62,42,10,15,7,12
"119",128,19980119,119,0,"17",5,140,6,0,95,54,43,31,18,1,3,13,7,141,80,60,22,18,6,12
"120",128,19980119,120,1,"32",5,151,4,2,145,113,68,15,22,10,16,3,1,146,108,69,15,22,6,14
"121",128,19980119,121,1,"90",5,150,19,4,150,104,76,25,20,4,7,7,3,115,70,48,20,19,1,8
"122",128,19980119,122,0,"25",5,184,5,6,164,83,62,37,24,9,14,5,4,158,92,56,36,24,6,13
"123",128,19980119,123,1,"35",5,143,6,1,142,105,71,19,22,7,12,15,11,167,108,79,15,22,8,16
"124",128,19980119,124,0,"17",5,153,9,6,136,90,70,21,19,6,8,3,5,163,132,75,14,19,13,20
"125",128,19980119,125,0,"25",5,128,0,3,110,59,35,29,16,3,7,3,8,116,61,42,16,16,8,15
"126",128,19980119,126,0,"17",5,84,7,0,80,55,41,13,12,4,6,2,3,83,44,24,10,12,8,16
"127",128,19980119,127,0,"25",5,85,4,4,85,47,38,18,12,5,6,2,4,77,43,27,8,12,5,12
"128",32,19981012,1,1,"99",3,60,14,2,51,34,30,10,10,0,0,9,7,61,37,29,9,10,4,7
"129",32,19981012,2,0,"99",3,51,1,3,44,23,18,13,8,0,1,3,5,49,20,12,10,8,6,11
"130",32,19981012,3,1,"91",3,84,14,6,71,33,31,24,14,1,2,17,2,75,41,33,16,13,3,6
"131",32,19981012,4,1,"36",3,75,8,0,54,23,21,15,10,0,1,3,1,60,36,25,10,9,5,8
"132",32,19981012,5,0,"25",3,99,4,2,64,30,23,23,10,2,3,3,0,69,33,24,20,10,5,8
"133",32,19981012,6,1,"99",3,126,12,1,88,56,45,20,15,4,5,16,4,93,47,38,24,14,8,10
"134",32,19981012,7,1,"35",3,76,8,2,66,48,42,10,11,2,2,11,1,59,37,30,13,10,1,2
"135",32,19981012,8,1,"69",3,138,21,6,92,55,49,20,15,3,3,4,12,137,63,45,39,16,8,11
"136",32,19981012,9,1,"90",3,121,9,14,107,59,41,18,15,13,18,6,4,102,50,35,22,16,6,12
"137",32,19981012,10,1,"38",3,84,10,4,70,33,26,19,13,0,3,13,1,76,42,32,16,13,4,7
"138",32,19981012,11,1,"91",3,93,3,1,75,44,34,18,11,3,4,2,5,75,31,24,23,11,4,6
"139",32,19981012,12,1,"25",3,77,8,6,67,42,31,12,11,1,4,8,3,73,34,25,16,11,3,7
"140",32,19981012,13,0,"36",3,105,20,5,88,56,47,17,15,3,5,10,3,99,56,38,28,15,4,6
"141",32,19981012,14,0,"5",3,68,3,2,54,33,27,12,9,0,0,6,6,54,27,22,10,9,5,8
"142",32,19981012,15,1,"91",3,73,11,2,55,37,31,13,11,0,0,0,0,0,0,0,0,0,0,0
"143",32,19981012,16,1,"4",3,88,15,3,74,55,40,13,11,4,5,4,1,69,42,29,13,10,5,7
"144",32,19981012,17,1,"99",3,118,21,5,84,47,42,18,14,2,3,4,5,105,64,42,19,14,6,10
"145",32,19981012,18,1,"36",3,111,18,3,90,48,41,25,15,0,0,9,4,84,44,37,22,15,5,8
"146",32,19981012,19,1,"99",3,89,11,1,70,43,32,14,10,3,5,5,5,66,34,27,10,11,1,5
"147",32,19981012,20,1,"35",3,151,6,8,117,69,60,21,17,2,3,27,5,119,76,59,19,17,9,11
"148",32,19981012,21,1,"90",3,88,7,4,70,38,28,19,11,3,4,2,5,70,36,25,15,11,3,6
"149",32,19981012,22,1,"91",3,61,8,1,52,32,23,11,9,1,2,3,7,48,23,15,8,8,1,5
"150",32,19981012,23,0,"36",3,64,8,4,45,22,21,16,9,0,0,1,3,58,28,18,16,10,1,4
"151",32,19981012,24,1,"4",3,68,11,2,51,34,27,12,9,5,5,6,2,53,26,18,12,8,6,9
"152",32,19981012,25,1,"99",3,57,10,2,40,23,20,10,7,0,0,3,4,48,21,14,6,8,4,9
"153",32,19981012,26,1,"99",3,79,7,3,54,29,23,13,10,0,2,6,5,55,33,24,7,9,4,8
"154",32,19981012,27,1,"90",3,77,3,5,55,35,27,9,8,4,5,0,5,72,44,26,9,9,7,12
"155",32,19981012,28,0,"36",3,75,8,3,63,35,32,14,11,1,2,4,1,61,44,30,9,10,1,3
"156",32,19981012,29,1,"99",3,83,11,5,80,55,42,12,11,2,2,9,6,61,34,27,16,10,4,5
"157",32,19981012,30,1,"90",3,104,7,4,85,51,34,20,11,5,7,10,7,88,51,34,18,11,5,8
"158",32,19981012,31,1,"99",5,127,13,4,101,55,44,25,15,4,5,10,6,98,60,41,15,13,10,14
"159",32,19980420,1,1,"99",3,120,8,3,91,50,39,26,15,4,6,12,4,103,58,46,19,16,3,5
"160",32,19980420,2,0,"2",3,83,3,4,71,45,31,13,10,9,11,0,0,52,37,19,9,9,4,8
"161",32,19980420,3,1,"12",3,78,2,0,61,42,30,12,9,7,7,3,3,59,36,23,9,9,4,7
"162",32,19980420,4,1,"82",3,61,7,2,45,24,21,10,8,1,2,2,0,50,34,17,7,8,1,6
"163",32,19980420,5,1,"4",3,68,9,4,56,29,27,12,9,2,2,0,1,57,34,20,12,9,2,5
"164",32,19980420,6,1,"2",3,90,2,3,65,48,39,5,11,1,2,3,2,65,32,24,17,10,2,5
"165",32,19980420,7,1,"91",3,59,1,0,50,30,24,10,9,3,4,0,3,52,34,20,5,8,1,5
"166",32,19980420,8,0,"51",3,90,4,0,61,33,25,19,10,0,0,2,3,70,40,27,17,11,2,4
"167",32,19980420,9,1,"99",3,89,8,6,73,32,27,22,10,2,3,4,0,76,48,35,10,10,11,14
"168",32,19980420,10,1,"38",3,59,0,1,48,28,22,11,8,2,3,1,0,46,24,12,9,8,3,8
"169",32,19980420,11,1,"69",3,86,2,7,91,55,40,14,12,6,9,2,2,70,41,28,11,12,2,6
"170",32,19980420,12,1,"99",3,59,2,3,41,20,17,17,8,2,2,3,3,43,22,15,6,7,3,7
"171",32,19980420,13,1,"32",3,56,5,0,31,23,19,5,6,0,0,1,1,38,20,12,9,6,6,8
"172",32,19980420,14,1,"2",3,122,1,4,101,73,47,10,13,8,12,5,3,82,41,23,18,12,7,13
"173",32,19980420,15,1,"81",3,57,3,1,54,35,27,9,9,0,1,1,2,52,36,18,5,9,3,8
"174",32,19980420,16,1,"99",3,127,0,2,92,56,34,18,14,6,11,8,1,79,43,25,20,14,6,12
"175",32,19980420,17,1,"99",3,118,6,3,101,55,35,23,11,7,10,1,8,82,45,23,22,11,6,10
"176",32,19980420,18,1,"12",3,108,0,1,99,69,39,15,13,9,13,2,5,76,45,31,11,14,4,10
"177",32,19980420,19,1,"4",3,78,3,3,60,28,21,17,10,6,8,0,6,58,39,25,5,9,8,12
"178",32,19980420,20,1,"91",3,78,4,2,64,40,27,13,10,3,5,3,0,54,25,18,10,9,4,8
"179",32,19980420,21,1,"38",3,71,1,2,56,38,28,9,10,1,3,6,4,60,31,21,13,10,3,7
"180",32,19980420,22,1,"99",3,54,3,2,35,23,16,8,7,0,1,0,1,51,35,14,5,8,3,9
"181",32,19980420,23,1,"32",3,108,11,0,65,45,34,10,11,2,4,2,4,75,45,34,16,12,2,3
"182",32,19980420,24,1,"81",3,80,4,1,62,34,23,16,10,0,2,1,6,70,43,28,8,10,2,6
"183",32,19980420,25,1,"99",3,62,7,1,47,28,23,11,8,1,1,1,1,45,29,18,5,8,2,6
"184",32,19980420,26,1,"91",3,69,0,1,61,34,26,16,9,3,3,2,1,52,32,18,12,9,1,4
"185",32,19980420,27,1,"99",3,61,2,1,45,30,18,10,8,1,3,1,2,42,22,8,7,7,1,7
"186",32,19980420,28,1,"81",3,105,8,1,81,53,39,15,14,3,5,4,1,89,55,38,20,14,6,8
"187",32,19980420,29,1,"99",3,79,2,2,63,38,26,15,10,5,6,0,4,59,37,22,11,9,2,5
"188",32,19980420,30,1,"99",3,111,4,1,74,44,35,17,14,0,2,8,0,100,59,35,20,13,6,10
"189",32,19980420,31,1,"99",3,164,3,4,108,70,54,17,16,7,9,13,1,103,61,46,20,17,4,7
"190",32,19980202,1,1,"83",3,67,4,7,65,35,26,14,10,3,5,4,3,59,26,16,16,9,10,14
"191",32,19980202,2,1,"81",3,85,9,3,66,37,29,16,11,5,7,5,2,73,28,19,22,11,2,5
"192",32,19980202,3,1,"35",3,103,5,4,79,39,33,23,14,2,5,4,7,88,45,34,18,14,2,7
"193",32,19980202,4,1,"32",3,123,14,6,97,44,38,27,15,1,2,6,4,95,43,33,26,15,5,9
"194",32,19980202,5,1,"12",3,50,8,2,47,28,23,14,9,0,0,2,7,56,26,19,13,9,3,6
"195",32,19980202,6,1,"35",3,58,2,1,44,24,20,12,8,3,4,0,1,56,35,16,8,8,3,8
"196",32,19980202,7,1,"38",3,75,12,6,66,36,30,15,10,5,6,3,2,57,33,20,15,10,2,5
"197",32,19980202,8,1,"91",3,137,9,2,114,63,45,26,16,5,7,8,5,114,61,45,31,17,4,6
"198",32,19980202,9,1,"91",3,63,14,5,60,29,24,20,10,3,3,5,1,49,35,26,5,9,1,3
"199",32,19980202,10,1,"32",3,126,2,1,110,53,41,30,15,9,11,7,6,101,47,34,30,15,7,9
"200",32,19980202,11,1,"91",3,129,8,7,94,56,45,23,15,2,2,5,4,105,47,40,27,15,7,10
"201",32,19980202,12,1,"32",3,98,7,1,83,47,34,17,14,4,8,0,1,75,42,24,12,13,5,11
"202",32,19980202,13,1,"32",3,68,5,2,62,33,26,18,9,2,2,2,4,62,30,23,13,9,9,12
"203",32,19980202,14,1,"25",3,119,16,1,84,48,40,23,12,1,2,5,5,99,58,48,19,12,8,9
"204",32,19980202,15,1,"35",3,70,9,1,57,25,22,18,10,1,2,3,9,66,35,22,13,9,6,9
"205",32,19980202,16,1,"69",3,70,6,3,56,32,27,14,10,3,4,2,4,74,42,26,14,9,9,12
"206",32,19980202,17,1,"83",3,87,13,2,74,38,32,19,13,1,3,13,2,74,40,30,14,13,10,14
"207",32,19980202,18,1,"35",3,45,8,0,46,26,22,15,9,0,0,6,5,45,26,19,8,8,3,6
"208",32,19980202,19,1,"35",3,77,4,3,64,31,26,17,10,1,2,10,1,71,42,26,12,10,7,11
"209",32,19980202,20,1,"91",3,62,1,4,50,21,18,20,10,1,2,12,4,69,36,24,12,9,9,13
"210",32,19980202,21,1,"91",3,56,7,4,52,28,20,14,9,1,3,2,2,47,24,13,9,8,0,5
"211",32,19980202,22,1,"91",3,65,9,1,52,32,24,11,9,2,3,4,1,52,28,15,11,9,2,6
"212",32,19980202,23,1,"25",3,54,12,6,48,27,25,9,8,1,1,0,2,40,26,13,4,7,2,6
"213",32,19980202,24,1,"69",3,70,8,1,53,29,24,15,10,1,2,4,2,59,28,23,15,10,3,5
"214",32,19980202,25,1,"83",3,95,3,5,75,41,31,19,13,2,4,5,5,82,38,28,22,14,2,6
"215",32,19980202,26,1,"91",3,116,5,3,99,55,46,20,14,5,7,0,5,96,48,35,24,14,6,10
"216",32,19980202,27,1,"91",3,97,12,6,74,43,28,14,12,4,8,3,6,81,44,29,16,12,7,12
"217",32,19980202,28,1,"69",3,103,15,0,70,44,37,19,15,0,1,5,4,96,56,43,19,15,3,5
"218",32,19980202,29,1,"83",3,84,4,2,71,44,32,15,11,0,2,6,9,70,34,24,20,11,2,5
"219",32,19980202,30,1,"91",3,118,10,4,101,62,48,19,16,3,4,15,2,99,60,43,20,14,7,10
"220",32,19980202,31,1,"91",3,58,5,4,39,11,10,20,8,2,3,6,4,63,35,20,9,9,9,14
"221",32,19980223,1,1,"99",3,96,17,5,98,55,47,19,16,2,4,10,3,85,52,38,17,15,6,9
"222",32,19980223,2,1,"51",3,111,3,1,98,56,32,24,16,3,8,6,4,80,43,25,21,15,3,9
"223",32,19980223,3,1,"83",3,85,9,2,85,44,35,14,12,6,10,2,2,69,41,24,10,12,4,10
"224",32,19980223,4,1,"69",3,119,4,2,106,64,45,24,16,4,7,11,2,96,58,42,19,15,0,3
"225",32,19980223,5,1,"99",3,95,10,1,79,44,40,19,15,0,1,2,8,94,45,30,24,13,9,13
"226",32,19980223,6,0,"99",3,77,8,5,54,25,20,18,9,1,1,8,3,71,42,25,14,10,4,8
"227",32,19980223,7,0,"12",3,86,2,2,74,43,38,12,11,4,5,1,1,66,36,28,17,11,7,9
"228",32,19980223,8,1,"38",3,54,4,2,55,34,23,10,9,2,4,3,3,44,24,10,8,8,3,8
"229",32,19980223,9,1,"99",3,89,13,6,64,36,24,14,11,1,5,3,5,79,44,23,17,11,2,7
"230",32,19980223,10,1,"99",3,64,12,2,50,27,23,13,8,3,3,4,0,62,39,21,10,8,5,9
"231",32,19980223,11,1,"38",3,73,2,5,54,35,27,10,10,0,2,1,3,65,38,23,12,10,4,8
"232",32,19980223,12,1,"91",3,76,11,2,66,43,31,11,10,6,8,3,4,77,50,29,10,9,4,8
"233",32,19980223,13,1,"82",3,96,8,4,89,47,40,22,12,6,7,16,4,87,55,44,15,12,5,6
"234",32,19980223,14,1,"69",3,68,10,2,53,29,28,14,10,0,0,2,0,68,50,35,6,9,7,9
"235",32,19980223,15,1,"15",3,67,10,1,53,40,29,7,9,4,5,5,3,60,41,26,7,10,4,8
"236",32,19980223,16,1,"99",3,146,3,2,106,70,53,20,16,3,4,7,4,114,66,49,22,16,8,11
"237",32,19980223,17,1,"99",3,81,9,1,61,29,26,17,10,0,2,1,4,68,31,21,18,11,5,9
"238",32,19980223,18,1,"69",3,112,11,2,99,58,44,25,15,4,5,13,1,88,42,38,21,15,3,5
"239",32,19980223,19,0,"99",3,106,11,6,91,49,42,25,15,3,3,17,6,97,53,40,17,14,4,7
"240",32,19980223,20,1,"38",3,18,1,0,8,5,4,2,2,0,0,1,0,10,7,1,1,2,0,2
"241",32,19980223,21,1,"99",3,76,5,1,70,44,36,13,11,2,2,5,1,62,38,27,14,11,1,3
"242",32,19980223,22,1,"91",3,112,14,3,96,50,41,29,15,6,7,2,2,84,56,43,14,15,1,3
"243",32,19980223,23,1,"82",3,81,2,2,54,30,27,15,10,1,1,4,5,93,56,35,17,9,12,14
"244",32,19980223,24,1,"15",3,118,10,5,92,55,38,22,12,4,5,2,1,96,69,44,13,12,9,11
"245",32,19980223,25,1,"99",3,63,2,4,41,19,16,14,8,1,2,5,3,61,35,21,7,8,6,11
"246",32,19980223,26,1,"38",3,117,5,3,82,52,44,17,15,1,2,8,7,110,63,47,21,15,7,9
"247",32,19980223,27,1,"91",3,84,14,5,76,46,39,17,11,4,4,6,3,73,42,28,20,11,2,3
