"","draw_size","tourney_date","match_num","winner_hand","winner_ioc","best_of","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced"
"10250",128,20050117,119,1,"78",5,132,6,5,99,59,42,24,14,3,4,1,4,72,37,22,23,14,3,8
"10251",128,20050117,120,1,"96",5,87,15,2,86,59,50,17,15,1,1,5,2,77,43,32,18,13,1,4
"10252",128,20050117,121,1,"84",5,99,22,4,99,65,50,21,15,4,4,1,2,79,44,33,18,14,3,6
"10253",128,20050117,122,1,"78",5,90,14,2,69,34,30,20,13,3,4,2,0,72,32,20,17,13,2,8
"10254",128,20050117,123,1,"6",5,245,16,6,157,79,58,40,26,6,12,4,4,154,96,68,26,25,10,16
"10255",128,20050117,124,1,"96",5,95,17,2,79,52,41,14,13,4,5,5,3,74,43,28,13,13,4,9
"10256",128,20050117,125,1,"78",5,268,16,1,207,123,91,44,31,10,14,22,8,188,107,88,41,31,9,13
"10257",128,20050117,126,1,"6",5,174,14,7,135,84,70,24,20,6,8,31,9,134,75,61,25,20,9,12
"10258",128,20050117,127,1,"78",5,165,18,1,110,66,48,25,18,5,8,7,3,125,61,43,33,18,7,11
"10259",32,20050926,1,1,"48",3,62,0,0,46,35,24,10,8,4,4,0,2,46,28,17,8,8,3,7
"10260",32,20050926,2,1,"78",3,120,1,5,89,55,31,19,14,4,9,7,3,90,58,36,14,14,1,6
"10261",32,20050926,3,1,"36",3,136,1,4,101,57,38,27,16,7,10,2,6,97,67,43,15,15,5,9
"10262",32,20050926,4,1,"30",3,111,1,1,67,39,24,17,12,3,7,7,5,91,45,27,22,12,5,10
"10263",32,20050926,5,1,"48",3,128,4,1,83,44,33,25,15,0,2,6,5,105,56,38,24,15,7,10
"10264",32,20050926,6,1,"76",3,94,4,3,68,45,34,10,10,2,4,6,2,80,41,23,21,11,6,10
"10265",32,20050926,7,1,"4",3,96,1,5,70,38,24,12,9,2,6,1,0,66,51,22,5,9,5,12
"10266",32,20050926,8,1,"48",3,106,12,3,97,60,44,18,14,4,7,1,1,80,50,29,14,13,3,10
"10267",32,20050926,9,0,"30",3,58,6,2,46,20,18,18,8,2,2,2,3,44,24,14,8,8,2,6
"10268",32,20050926,10,1,"36",3,118,9,4,93,55,37,20,15,7,11,8,4,81,46,33,15,14,3,8
"10269",32,20050926,11,1,"30",3,151,3,3,94,66,46,14,14,6,8,1,7,117,56,37,25,14,13,19
"10270",32,20050926,12,1,"30",3,76,4,0,53,36,27,13,9,3,3,6,2,78,43,27,16,9,11,14
"10271",32,20050926,13,1,"48",3,75,2,0,50,33,25,10,8,0,0,2,3,52,30,20,6,7,6,10
"10272",32,20050926,14,1,"9",3,53,4,2,39,19,18,11,8,0,1,4,2,42,20,12,5,7,1,6
"10273",32,20050926,15,1,"30",3,66,6,0,46,29,19,13,9,1,3,1,4,59,33,17,9,9,5,11
"10274",32,20050926,16,1,"30",3,94,4,5,70,41,30,15,10,4,5,6,4,68,33,24,17,11,2,6
"10275",32,20050926,17,1,"78",3,119,4,2,87,59,39,11,12,3,7,0,4,73,55,32,3,11,6,12
"10276",32,20050926,18,1,"30",3,89,3,2,57,29,20,14,9,1,3,1,4,76,45,21,16,9,8,13
"10277",32,20050926,19,1,"48",3,164,18,7,127,73,43,22,16,14,20,5,8,122,70,38,23,17,13,22
"10278",32,20050926,20,1,"48",3,84,1,2,64,33,22,16,10,3,6,3,5,61,32,19,10,9,4,9
"10279",32,20050926,21,1,"36",3,95,1,2,84,50,36,14,13,2,5,4,2,74,45,28,15,12,1,5
"10280",32,20050926,22,1,"30",3,98,0,2,60,39,26,12,10,3,5,3,4,59,32,18,13,9,4,8
"10281",32,20050926,23,1,"48",3,37,1,2,37,32,23,3,6,2,2,0,0,31,18,3,4,6,2,8
"10282",32,20050926,24,1,"30",3,76,4,2,55,31,24,13,10,0,1,0,4,70,37,20,17,10,7,11
"10283",32,20050926,25,1,"78",3,108,2,2,75,54,35,10,12,3,7,1,3,83,49,28,14,12,10,16
"10284",32,20050926,26,1,"48",3,77,0,0,54,33,23,13,9,4,5,3,0,59,24,13,20,10,4,8
"10285",32,20050926,27,1,"36",3,156,10,6,118,69,51,21,18,5,10,2,2,113,80,50,18,18,7,13
"10286",32,20050926,28,1,"48",3,91,1,3,87,62,39,13,9,10,11,3,4,64,40,24,9,9,3,7
"10287",32,20050926,29,1,"78",3,61,6,0,43,32,26,7,9,1,2,1,3,59,31,20,13,9,3,7
"10288",32,20050926,30,1,"48",3,79,4,4,57,35,24,11,9,3,5,2,5,69,33,19,15,9,3,8
"10289",32,20050926,31,1,"78",3,94,1,2,71,43,27,12,11,7,11,1,5,71,46,26,13,11,5,10
"10290",48,20050718,1,1,"96",3,79,3,1,64,34,27,13,9,4,5,2,1,51,28,17,10,8,3,7
"10291",48,20050718,2,0,"30",3,74,7,1,77,49,35,14,9,3,3,1,3,57,25,14,16,9,3,6
"10292",48,20050718,3,1,"24",3,114,6,4,98,59,45,21,15,5,8,21,4,99,57,39,23,15,8,12
"10293",48,20050718,4,1,"4",3,71,2,2,67,45,28,13,9,1,2,2,2,51,33,22,5,8,1,5
"10294",48,20050718,5,1,"48",3,58,0,1,42,33,26,7,8,0,0,9,3,64,39,26,7,9,8,12
"10295",48,20050718,6,1,"48",3,74,7,2,67,36,28,19,11,4,5,2,4,68,38,25,15,10,0,2
"10296",48,20050718,7,0,"32",3,113,0,3,91,57,38,19,12,6,8,4,9,88,52,29,12,13,3,11
"10297",48,20050718,8,1,"76",3,61,1,2,52,32,24,12,8,5,5,1,4,42,25,17,5,8,2,6
"10298",48,20050718,9,1,"33",3,204,7,5,96,58,44,22,13,4,4,10,6,89,52,33,17,13,2,7
"10299",48,20050718,10,1,"4",3,84,4,5,56,31,21,15,8,10,11,5,9,77,37,26,13,9,6,11
"10300",48,20050718,11,1,"30",3,97,4,3,65,41,29,11,10,4,6,4,1,61,30,19,13,10,5,9
"10301",48,20050718,12,0,"36",3,92,1,3,60,38,26,14,10,0,1,6,1,58,28,20,14,9,4,7
"10302",48,20050718,13,1,"36",3,93,1,1,71,51,33,10,11,2,5,1,2,80,50,25,18,11,7,11
"10303",48,20050718,14,1,"36",3,119,2,1,78,52,30,17,13,6,10,0,6,102,61,36,17,14,7,13
"10304",48,20050718,15,1,"36",3,75,8,2,59,37,30,10,10,3,5,4,5,65,36,22,12,10,8,13
"10305",48,20050718,16,1,"30",3,85,3,0,61,39,27,11,9,4,5,2,7,81,42,27,15,10,7,11
"10306",48,20050718,17,0,"30",3,62,2,1,41,19,15,15,7,1,1,0,1,48,27,16,5,8,4,9
"10307",48,20050718,18,0,"30",3,142,9,8,113,68,46,27,17,10,13,3,3,118,72,42,29,17,9,12
"10308",48,20050718,19,1,"24",3,124,6,4,109,56,38,29,14,2,4,10,2,88,58,34,14,14,3,8
"10309",48,20050718,20,1,"4",3,74,1,1,64,44,33,10,9,4,4,0,0,47,30,18,9,9,0,3
"10310",48,20050718,21,1,"30",3,125,4,1,117,68,51,26,15,13,14,2,3,90,67,44,11,14,6,10
"10311",48,20050718,22,1,"48",3,95,4,3,79,40,31,19,10,13,14,2,4,63,27,16,21,10,3,6
"10312",48,20050718,23,0,"32",3,124,2,2,120,78,40,25,16,5,11,2,2,116,76,42,16,16,5,13
"10313",48,20050718,24,1,"24",3,94,6,2,82,52,34,16,13,3,6,6,8,84,40,25,19,13,2,8
"10314",48,20050718,25,1,"33",3,104,3,2,102,56,34,17,14,8,15,2,2,79,64,34,4,13,3,10
"10315",48,20050718,26,1,"4",3,115,9,3,78,42,30,22,14,4,7,1,5,91,48,34,17,13,6,11
"10316",48,20050718,27,1,"33",3,103,2,1,62,33,23,15,10,1,3,1,3,70,45,27,9,9,4,8
"10317",48,20050718,28,1,"4",3,78,9,2,53,26,23,14,9,3,4,5,3,66,35,18,17,9,10,14
"10318",48,20050718,29,1,"36",3,93,3,6,71,46,30,11,11,6,9,0,3,68,33,21,14,10,5,10
"10319",48,20050718,30,1,"24",3,107,2,7,84,48,42,15,14,3,5,3,2,96,60,46,18,14,1,2
"10320",48,20050718,31,1,"36",3,79,10,2,55,38,29,10,11,1,3,6,3,71,34,22,18,11,3,7
"10321",48,20050718,32,1,"78",3,70,6,2,41,28,20,7,8,0,2,0,3,54,31,13,11,9,3,9
"10322",48,20050718,33,0,"30",3,77,3,1,46,28,22,12,8,3,3,2,1,67,40,27,8,9,4,8
"10323",48,20050718,34,1,"24",3,101,1,3,72,38,24,18,11,1,5,7,0,77,52,33,9,11,2,7
"10324",48,20050718,35,1,"48",3,92,2,4,80,47,32,20,14,7,10,2,3,78,56,39,9,13,8,12
"10325",48,20050718,36,0,"32",3,108,2,1,90,54,36,14,14,4,9,7,6,94,60,39,14,14,9,14
"10326",48,20050718,37,1,"4",3,83,3,7,71,36,24,19,10,1,3,2,2,66,31,18,16,9,5,9
"10327",48,20050718,38,1,"4",3,121,2,2,85,51,30,22,13,2,4,0,5,79,45,25,14,13,2,9
"10328",48,20050718,39,1,"24",3,75,5,0,53,34,25,12,9,1,2,2,3,66,34,22,14,10,4,8
"10329",48,20050718,40,1,"78",3,91,2,2,70,50,36,11,11,1,3,6,4,70,35,23,17,10,3,6
"10330",48,20050718,41,0,"30",3,80,6,1,43,26,19,12,7,2,2,0,0,55,34,15,10,8,4,9
"10331",48,20050718,42,0,"32",3,83,1,1,66,47,31,10,8,4,5,3,5,59,29,18,10,9,4,9
"10332",48,20050718,43,1,"4",3,103,1,0,72,51,34,11,12,5,8,2,3,76,47,33,12,13,3,7
"10333",48,20050718,44,1,"78",3,72,3,3,49,26,21,16,9,0,0,0,2,62,42,25,10,9,3,6
"10334",48,20050718,45,0,"30",3,89,2,1,50,31,25,10,10,0,2,2,2,81,52,27,13,10,5,10
"10335",48,20050718,46,1,"4",3,56,2,1,40,23,15,8,6,2,4,2,1,32,20,8,6,6,2,6
"10336",48,20050718,47,0,"30",5,161,3,2,91,63,44,13,14,3,5,4,1,113,73,43,17,14,15,21
"10337",48,20051003,1,0,"72",3,120,3,2,77,54,37,14,11,1,2,5,6,104,61,40,19,11,12,14
"10338",48,20051003,2,1,"23",3,70,12,1,51,33,30,10,10,0,0,3,3,59,35,26,13,10,2,4
"10339",48,20051003,3,1,"65",3,56,6,0,45,27,22,12,8,1,1,2,7,45,19,12,11,8,2,6
"10340",48,20051003,4,1,"96",3,99,17,1,87,55,43,18,15,2,3,5,0,89,62,40,17,14,6,9
"10341",48,20051003,5,1,"36",3,70,8,1,55,36,30,10,9,0,0,1,3,53,23,15,15,9,0,3
"10342",48,20051003,6,1,"36",3,144,10,8,120,73,52,24,16,3,5,25,3,102,63,52,21,17,2,3
"10343",48,20051003,7,1,"27",3,46,3,0,29,17,15,9,6,0,0,1,2,43,31,14,1,7,5,11
"10344",48,20051003,8,1,"36",3,144,7,6,122,61,35,30,17,4,11,1,4,117,71,40,23,17,4,12
"10345",48,20051003,9,1,"36",3,118,5,2,80,46,30,20,14,4,7,0,4,98,57,30,23,14,4,9
"10346",48,20051003,10,1,"50",3,86,1,3,67,30,22,23,11,4,6,5,3,61,37,26,8,10,2,5
"10347",48,20051003,11,0,"6",3,98,18,2,75,49,40,16,14,0,2,14,4,81,51,43,14,14,5,6
"10348",48,20051003,12,1,"78",3,83,15,8,70,45,38,9,13,5,8,0,4,86,59,35,13,13,3,8
"10349",48,20051003,13,1,"77",3,48,8,0,44,35,30,3,9,1,2,1,3,41,29,15,6,8,0,4
"10350",48,20051003,14,1,"21",3,93,1,0,75,49,35,14,11,3,5,0,3,97,62,36,19,11,13,16
"10351",48,20051003,15,1,"96",3,81,3,2,72,48,33,11,10,7,9,1,3,77,49,26,14,10,6,10
"10352",48,20051003,16,1,"24",3,114,12,2,79,53,41,11,12,3,5,8,4,99,66,41,19,12,5,7
"10353",48,20051003,17,0,"4",3,59,7,0,54,39,34,8,10,0,0,10,3,46,31,25,7,9,0,2
"10354",48,20051003,18,1,"23",3,76,6,1,54,35,26,13,9,1,1,3,4,77,52,31,10,9,5,8
"10355",48,20051003,19,1,"33",3,136,10,3,112,68,51,23,17,5,7,9,6,100,55,40,22,16,3,7
"10356",48,20051003,20,1,"21",3,113,9,2,75,50,42,16,14,5,6,12,3,95,56,44,18,14,8,10
"10357",48,20051003,21,1,"96",3,50,6,0,39,25,20,12,8,0,0,4,2,49,31,17,9,8,4,8
"10358",48,20051003,22,0,"57",3,123,12,7,107,61,46,24,15,8,9,14,4,80,51,41,13,14,4,7
"10359",48,20051003,23,0,"25",3,126,12,2,83,56,45,17,12,1,1,7,2,86,61,47,14,12,2,2
"10360",48,20051003,24,1,"36",3,88,7,3,74,37,27,19,11,6,8,2,2,72,40,25,17,11,8,12
"10361",48,20051003,25,0,"32",3,46,2,0,40,31,25,4,7,1,1,1,3,44,27,11,8,7,4,9
"10362",48,20051003,26,1,"88",3,73,4,1,56,36,28,9,9,2,3,2,3,60,29,15,15,8,6,10
"10363",48,20051003,27,0,"6",3,110,24,5,101,64,47,20,14,7,8,1,0,86,61,36,17,13,4,7
"10364",48,20051003,28,1,"96",3,91,7,7,81,36,26,23,11,4,7,6,7,74,38,29,11,10,6,10
"10365",48,20051003,29,1,"77",3,115,11,3,80,55,40,16,13,3,4,5,4,89,49,35,19,12,9,12
"10366",48,20051003,30,1,"71",3,73,6,0,57,38,28,12,10,2,3,3,1,64,35,25,10,10,10,14
"10367",48,20051003,31,1,"96",3,63,1,1,60,36,26,13,9,0,1,2,1,50,38,21,6,9,1,5
"10368",48,20051003,32,1,"24",3,73,10,1,69,46,37,13,11,5,5,8,3,67,40,30,13,11,5,7
"10369",48,20051003,33,1,"23",3,146,17,4,107,59,48,30,16,5,6,5,1,110,74,55,15,16,4,8
"10370",48,20051003,34,1,"21",3,60,7,0,43,21,18,15,8,0,0,3,2,36,22,14,5,7,0,4
"10371",48,20051003,35,1,"96",3,70,6,3,52,30,26,11,10,0,1,11,6,62,42,28,7,10,1,4
"10372",48,20051003,36,1,"36",3,60,0,0,41,19,14,15,8,1,2,1,1,44,23,11,5,7,3,8
"10373",48,20051003,37,0,"32",3,126,4,2,106,73,51,17,16,7,10,8,1,103,69,51,18,16,3,5
"10374",48,20051003,38,1,"96",3,103,8,7,99,50,40,32,16,5,5,12,3,89,64,50,15,15,2,4
"10375",48,20051003,39,1,"77",3,144,20,3,114,84,66,15,17,1,1,6,1,99,71,57,19,17,1,2
"10376",48,20051003,40,1,"24",3,59,5,0,59,39,27,12,8,4,4,0,1,50,34,16,8,8,2,6
"10377",48,20051003,41,1,"21",3,84,8,3,61,37,29,13,10,1,2,3,1,60,33,21,11,9,3,6
"10378",48,20051003,42,1,"36",3,65,5,0,54,31,27,11,9,1,2,2,1,63,33,19,14,10,0,4
"10379",48,20051003,43,0,"32",3,135,2,1,122,87,49,25,17,11,16,12,8,121,74,50,18,17,7,12
"10380",48,20051003,44,1,"77",3,109,9,1,79,57,46,15,12,1,1,9,3,97,67,53,13,12,6,6
"10381",48,20051003,45,1,"21",3,69,13,2,44,30,26,7,8,1,1,1,4,63,26,16,15,7,4,8
"10382",48,20051003,46,1,"77",3,128,17,4,103,67,52,15,15,5,7,2,3,107,76,48,15,14,10,13
"10383",48,20051003,47,1,"77",3,137,11,0,102,74,51,13,14,6,9,12,3,89,52,42,19,15,1,3
"10384",32,20051024,1,1,"4",3,71,3,3,51,35,26,7,9,1,3,1,4,60,34,20,10,9,4,9
"10385",32,20051024,2,1,"9",3,131,3,0,93,64,46,19,16,1,3,6,3,96,57,43,20,15,5,7
"10386",32,20051024,3,1,"4",3,49,10,0,34,20,18,9,7,2,3,2,3,60,37,16,9,8,8,14
"10387",32,20051024,4,1,"85",3,81,5,0,69,43,31,16,10,5,6,6,2,69,45,32,7,10,6,9
"10388",32,20051024,5,1,"16",3,74,9,9,76,41,32,16,11,2,4,2,7,65,40,29,10,10,3,6
"10389",32,20051024,6,0,"36",3,75,11,2,53,32,31,13,11,0,0,2,1,70,34,22,20,10,3,5
"10390",32,20051024,7,1,"24",3,102,8,1,81,45,40,21,15,1,2,15,0,87,64,47,10,15,6,9
"10391",32,20051024,8,1,"34",3,134,6,2,94,53,44,17,16,1,4,7,1,97,50,36,24,16,3,7
"10392",32,20051024,9,1,"36",3,85,6,4,58,38,36,14,11,0,0,16,2,72,46,42,9,11,4,5
"10393",32,20051024,10,1,"23",3,72,4,1,39,21,17,10,8,0,2,3,3,70,43,23,8,8,7,13
"10394",32,20051024,11,1,"4",3,134,10,3,101,57,47,23,16,3,5,8,4,96,59,45,19,16,2,4
"10395",32,20051024,12,1,"30",3,69,3,0,48,31,25,11,9,2,3,0,7,57,27,16,12,9,2,6
"10396",32,20051024,13,1,"24",3,109,5,3,86,62,42,10,12,3,7,8,4,88,61,39,11,12,4,8
"10397",32,20051024,14,1,"88",3,58,9,2,50,33,28,10,9,1,1,1,4,50,33,22,6,8,1,4
"10398",32,20051024,15,1,"36",3,97,7,2,85,57,44,9,14,3,6,18,5,89,61,45,17,14,4,6
"10399",32,20051024,16,1,"4",3,81,4,0,60,44,35,11,11,1,2,17,3,71,47,37,6,10,1,3
"10400",32,20051024,17,1,"9",3,101,5,2,77,55,40,12,12,6,7,3,5,70,54,38,6,12,2,4
"10401",32,20051024,18,1,"85",3,109,8,6,103,64,43,18,13,10,12,16,5,103,56,41,17,13,7,11
"10402",32,20051024,19,1,"16",3,73,5,2,56,32,29,16,11,0,0,5,4,67,40,32,12,11,3,5
"10403",32,20051024,20,1,"34",3,115,11,4,114,60,44,25,14,9,11,10,4,73,44,37,13,14,2,4
"10404",32,20051024,21,1,"23",3,70,8,0,54,34,27,8,8,4,5,3,3,56,39,23,3,9,3,8
"10405",32,20051024,22,1,"4",3,129,19,1,88,53,48,23,16,1,1,2,1,87,56,37,24,14,5,7
"10406",32,20051024,23,1,"88",3,48,11,1,53,29,24,16,9,1,1,5,0,43,30,19,6,8,2,5
"10407",32,20051024,24,1,"4",3,63,6,0,49,33,27,10,9,1,2,4,0,55,34,20,7,8,5,9
"10408",32,20051024,25,1,"85",3,109,6,2,89,58,49,15,14,1,1,3,0,89,58,38,15,14,5,9
"10409",32,20051024,26,1,"16",3,86,15,6,67,30,28,22,13,0,1,8,2,85,50,36,19,13,10,13
"10410",32,20051024,27,1,"23",3,170,12,1,112,75,53,20,16,4,6,14,4,134,68,56,27,17,7,11
"10411",32,20051024,28,1,"4",3,59,1,0,40,25,19,11,8,0,1,3,1,52,33,19,5,8,2,7
"10412",32,20051024,29,1,"16",3,55,7,3,57,29,20,18,8,5,5,1,3,38,18,12,7,7,2,6
"10413",32,20051024,30,1,"23",3,88,9,0,57,38,29,11,10,0,1,3,1,70,47,30,8,10,5,8
"10414",32,20051024,31,1,"16",5,179,18,6,135,73,63,35,22,0,1,10,5,138,85,67,23,21,6,10
"10415",48,20051031,1,1,"96",3,100,5,5,83,45,34,22,11,5,6,5,4,77,48,37,11,11,3,5
"10416",48,20051031,2,1,"64",3,104,4,1,94,54,44,19,14,4,6,8,4,73,50,43,14,14,0,1
"10417",48,20051031,3,1,"11",3,61,7,5,49,28,26,10,9,0,0,1,3,48,22,18,11,8,2,5
"10418",48,20051031,4,1,"36",3,90,14,3,76,46,33,14,11,5,8,9,1,71,37,28,13,11,3,7
"10419",48,20051031,5,1,"82",3,19,1,1,12,8,6,2,2,0,0,0,1,20,12,8,1,3,3,5
"10420",48,20051031,6,1,"33",3,162,6,3,94,51,40,18,14,2,5,20,5,106,53,40,26,15,3,5
"10421",48,20051031,7,1,"9",3,101,10,1,77,49,39,16,14,3,5,2,6,91,59,41,16,15,3,6
"10422",48,20051031,8,1,"96",3,60,8,2,45,28,27,9,9,0,0,1,2,63,37,26,12,10,5,8
"10423",48,20051031,9,0,"30",3,119,9,5,122,65,46,33,16,9,10,14,1,93,69,55,11,16,2,3
"10424",48,20051031,10,1,"33",3,152,8,1,102,62,49,23,17,5,7,12,1,111,70,50,25,17,6,8
"10425",48,20051031,11,1,"78",3,50,11,0,52,37,28,8,8,1,1,0,3,42,26,14,6,7,2,6
"10426",48,20051031,12,0,"34",3,65,9,5,55,29,23,17,10,2,3,4,2,56,32,25,7,9,4,7
"10427",48,20051031,13,1,"33",3,171,4,1,136,87,58,28,17,11,13,6,1,121,80,52,23,16,10,13
"10428",48,20051031,14,0,"30",3,150,26,10,136,85,70,21,18,11,12,12,4,103,71,53,18,18,4,7
"10429",48,20051031,15,1,"84",3,72,5,3,57,32,23,17,10,3,4,4,2,56,32,21,13,9,1,4
"10430",48,20051031,16,1,"24",3,59,14,2,60,38,30,15,11,0,0,6,0,60,44,31,10,10,6,8
"10431",48,20051031,17,1,"96",3,139,7,2,126,85,64,22,17,11,11,13,8,104,60,49,24,17,4,6
"10432",48,20051031,18,1,"85",3,71,5,1,57,36,30,10,9,2,2,4,1,57,26,17,14,9,5,8
"10433",48,20051031,19,1,"30",3,74,2,2,62,35,26,16,10,7,8,9,1,56,31,23,12,10,0,3
"10434",48,20051031,20,1,"36",3,77,4,2,63,28,20,20,10,1,3,1,2,53,26,17,12,9,5,9
"10435",48,20051031,21,1,"82",3,105,12,2,82,51,38,19,11,4,5,4,2,74,49,34,12,10,6,8
"10436",48,20051031,22,1,"30",3,86,6,2,53,40,28,7,10,2,4,3,1,73,43,29,9,10,9,14
"10437",48,20051031,23,1,"86",3,55,14,3,46,25,22,14,9,0,0,5,1,51,39,23,6,8,4,7
"10438",48,20051031,24,1,"21",3,70,11,4,62,41,36,10,10,5,5,2,4,50,25,20,14,9,1,3
"10439",48,20051031,25,1,"24",3,56,14,1,55,41,35,8,10,2,2,3,5,57,37,26,7,10,6,9
"10440",48,20051031,26,1,"33",3,117,10,2,86,53,45,18,15,4,5,16,8,104,54,40,28,15,3,4
"10441",48,20051031,27,1,"78",3,149,3,9,113,56,42,31,17,8,11,13,2,108,69,52,20,17,7,10
"10442",48,20051031,28,1,"78",3,64,2,0,41,32,27,6,8,1,1,8,5,56,30,19,10,8,2,6
"10443",48,20051031,29,1,"4",3,98,5,3,61,42,31,12,11,1,2,4,3,78,44,27,16,11,6,9
"10444",48,20051031,30,1,"96",3,112,6,2,107,56,39,33,16,3,4,13,6,90,42,38,22,14,2,5
"10445",48,20051031,31,1,"30",3,102,6,2,78,53,44,15,12,3,3,8,3,88,50,40,21,12,2,2
"10446",48,20051031,32,1,"24",3,61,5,1,43,22,21,12,9,1,2,0,5,45,25,17,8,9,2,6
"10447",48,20051031,33,1,"96",3,50,16,0,38,32,28,4,8,0,0,0,2,46,24,16,7,7,7,11
"10448",48,20051031,34,1,"30",3,113,5,6,90,57,45,20,15,2,3,3,6,92,47,33,20,14,2,6
"10449",48,20051031,35,1,"30",3,81,6,3,57,33,27,11,9,3,4,4,3,78,41,27,15,10,9,13
"10450",48,20051031,36,1,"21",3,81,19,2,61,36,35,15,11,0,0,7,0,69,44,32,14,10,4,5
"10451",48,20051031,37,1,"24",3,89,10,1,54,35,28,17,11,1,1,7,3,74,43,32,14,11,2,4
"10452",48,20051031,38,1,"78",3,138,2,0,94,69,46,11,13,7,10,4,6,94,48,35,17,13,8,13
"10453",48,20051031,39,1,"4",3,62,4,3,43,29,27,5,8,0,1,7,2,71,40,26,8,9,4,9
"10454",48,20051031,40,1,"24",3,152,20,3,128,72,60,20,17,8,11,16,4,103,68,47,14,17,4,9
"10455",48,20051031,41,1,"96",3,132,21,3,114,68,51,19,15,6,9,12,3,85,53,41,20,14,3,5
"10456",48,20051031,42,1,"21",3,140,12,3,113,68,49,23,14,6,8,3,4,92,59,46,15,14,6,9
"10457",48,20051031,43,1,"24",3,73,5,2,57,44,36,7,11,4,5,2,1,56,38,23,12,11,0,3
"10458",48,20051031,44,1,"24",3,68,12,0,56,31,27,11,9,2,3,2,1,48,34,18,7,9,6,11
"10459",48,20051031,45,1,"21",3,65,15,1,50,29,26,18,11,0,0,10,1,58,36,28,10,10,3,5
"10460",48,20051031,46,1,"24",3,83,11,2,73,47,38,11,13,4,6,18,1,68,51,35,7,12,5,9
"10461",48,20051031,47,1,"24",5,182,18,2,136,79,66,31,24,1,3,28,2,126,85,71,22,24,6,9
"10462",32,20050207,1,1,"96",3,71,8,2,63,33,31,14,10,2,2,3,1,52,28,23,12,9,2,4
"10463",32,20050207,2,1,"52",3,98,3,4,78,38,31,25,11,3,3,10,3,73,41,32,17,10,2,3
"10464",32,20050207,3,1,"96",3,50,7,2,49,33,28,8,8,3,3,1,2,52,31,19,8,8,2,6
"10465",32,20050207,4,1,"86",3,78,13,8,71,38,32,19,10,4,4,10,4,63,31,24,17,9,3,5
"10466",32,20050207,5,1,"36",3,84,6,3,75,30,22,25,11,3,5,4,3,62,34,24,12,10,2,5
"10467",32,20050207,6,1,"15",3,119,7,1,92,60,42,19,14,4,6,6,6,108,45,33,27,14,11,15
"10468",32,20050207,7,1,"96",3,90,3,3,71,42,30,15,11,5,7,1,4,70,46,27,10,10,4,8
"10469",32,20050207,8,1,"11",3,121,29,6,110,74,63,17,17,2,2,7,3,103,66,53,22,16,3,4
"10470",32,20050207,9,1,"33",3,58,4,2,44,25,21,10,8,0,1,1,4,58,28,14,12,8,7,12
"10471",32,20050207,10,1,"24",3,69,2,1,51,25,18,18,10,2,4,4,1,64,37,22,11,9,7,11
"10472",32,20050207,11,1,"96",3,64,2,2,57,37,27,13,10,2,3,2,3,58,35,24,9,9,4,7
"10473",32,20050207,12,1,"96",3,131,4,4,97,50,31,31,15,10,13,8,5,100,55,38,17,14,8,13
"10474",32,20050207,13,0,"7",3,73,5,2,58,23,19,22,10,1,2,4,4,60,24,16,17,10,5,9
"10475",32,20050207,14,1,"9",3,73,3,0,57,38,28,10,9,3,4,1,3,58,35,23,5,8,2,6
"10476",32,20050207,15,0,"25",3,153,12,0,91,47,32,30,15,4,6,3,11,126,78,47,19,14,10,15
"10477",32,20050207,16,1,"96",3,72,5,2,65,35,24,22,10,5,5,7,2,62,26,20,19,10,3,5
"10478",32,20050207,17,1,"96",3,96,17,5,70,39,33,18,13,1,2,0,2,82,39,27,25,13,5,8
"10479",32,20050207,18,1,"86",3,89,9,5,86,36,27,29,11,4,5,10,1,58,36,25,11,10,1,3
"10480",32,20050207,19,1,"36",3,58,2,2,54,31,20,13,8,5,6,5,3,56,31,17,10,8,7,12
"10481",32,20050207,20,1,"11",3,65,7,2,58,35,30,14,10,6,6,2,1,49,33,22,8,9,5,8
"10482",32,20050207,21,1,"33",3,73,19,0,60,37,32,12,10,1,2,1,1,59,36,20,12,9,4,7
"10483",32,20050207,22,1,"96",3,54,1,3,52,31,25,12,8,3,3,1,4,42,16,8,13,7,3,7
"10484",32,20050207,23,0,"7",3,58,2,2,48,31,25,10,9,3,4,2,2,51,25,15,12,9,2,6
"10485",32,20050207,24,1,"96",3,73,1,2,63,39,34,11,10,4,4,4,5,59,29,20,13,9,5,8
"10486",32,20050207,25,1,"96",3,142,22,7,102,53,43,23,17,5,9,13,10,125,67,52,22,16,14,17
"10487",32,20050207,26,1,"36",3,130,3,8,112,79,52,19,16,3,5,18,4,107,66,50,16,16,6,10
"10488",32,20050207,27,1,"33",3,80,7,3,73,39,32,13,9,9,10,5,4,57,35,24,7,9,0,4
"10489",32,20050207,28,0,"7",3,59,9,2,54,27,20,19,8,6,6,1,4,47,19,12,13,8,3,7
"10490",32,20050207,29,1,"96",3,81,14,0,68,48,38,10,11,5,6,2,3,74,39,29,16,10,1,3
"10491",32,20050207,30,1,"33",3,128,12,3,81,43,35,28,15,1,1,6,3,109,65,45,24,15,5,8
