"","draw_size","tourney_date","match_num","winner_hand","winner_ioc","best_of","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced"
"58",32,20081006,27,1,"36",3,67,0,0,43,26,19,14,8,0,0,1,0,53,42,24,6,9,3,7
"59",32,20081006,28,1,"33",3,101,6,2,79,49,38,16,11,7,8,2,0,62,38,22,16,10,2,4
"60",32,20081006,29,1,"36",3,104,6,2,72,39,31,20,13,2,3,8,1,95,65,44,16,14,7,10
"61",32,20081006,30,1,"33",3,171,11,1,115,81,60,14,17,6,9,2,3,124,90,56,22,17,10,13
"62",32,20081006,31,1,"36",3,89,3,0,51,29,21,16,10,0,1,6,4,71,44,29,11,10,6,9
"63",32,20071231,1,1,"6",3,66,7,2,46,29,26,8,8,3,3,5,2,59,37,22,8,8,7,11
"64",32,20071231,2,1,"4",3,101,8,4,76,40,31,14,11,8,12,2,1,68,40,21,14,10,5,10
"65",32,20071231,3,1,"54",3,138,7,6,133,80,59,22,15,14,16,6,4,109,63,43,20,15,3,8
"66",32,20071231,4,1,"33",3,120,11,6,84,46,38,21,16,3,6,1,0,93,56,39,19,15,3,7
"67",32,20071231,5,0,"32",3,66,1,1,48,34,24,10,9,0,1,3,2,65,40,25,9,9,1,5
"68",32,20071231,6,1,"15",3,77,4,0,73,39,30,22,10,5,5,8,2,65,43,29,12,10,3,5
"69",32,20071231,7,0,"36",3,56,2,0,50,29,26,11,9,0,0,0,4,51,32,20,9,9,0,3
"70",32,20071231,8,1,"96",3,115,6,3,84,46,31,18,13,5,9,6,5,83,47,33,11,13,3,10
"71",32,20071231,9,1,"96",3,92,6,0,64,48,34,8,9,5,6,7,9,66,33,20,13,9,9,13
"72",32,20071231,10,1,"36",3,107,11,4,80,38,31,24,13,1,2,11,6,90,53,35,21,14,8,11
"73",32,20071231,11,1,"51",3,82,7,0,65,36,31,16,10,3,3,4,2,67,49,31,12,10,3,5
"74",32,20071231,12,0,"33",3,89,1,1,66,41,33,18,11,3,4,7,4,72,44,32,13,10,4,6
"75",32,20071231,13,1,"6",3,99,8,2,67,35,27,17,9,3,4,8,3,61,35,25,16,10,3,5
"76",32,20071231,14,1,"96",3,80,11,2,61,32,26,14,11,1,3,0,6,77,55,34,10,11,7,11
"77",32,20071231,15,0,"6",3,86,23,4,72,40,35,21,12,2,2,5,1,74,43,31,23,12,4,5
"78",32,20071231,16,1,"33",3,141,8,3,94,49,36,22,12,8,11,7,5,84,51,33,14,12,5,9
"79",32,20071231,17,1,"6",3,61,8,3,43,14,13,21,8,1,1,0,4,46,21,13,9,8,4,8
"80",32,20071231,18,1,"33",3,62,10,1,52,33,29,11,9,3,3,3,3,60,40,24,7,8,4,7
"81",32,20071231,19,0,"32",3,57,2,0,52,31,24,13,8,3,3,5,2,52,32,22,6,9,3,7
"82",32,20071231,20,1,"96",3,80,2,3,74,46,33,14,11,4,5,2,1,65,50,33,6,10,4,7
"83",32,20071231,21,1,"36",3,80,8,1,58,35,29,12,10,4,5,3,2,61,37,27,12,10,4,7
"84",32,20071231,22,0,"33",3,83,14,5,64,41,36,14,10,6,6,1,2,72,42,31,16,11,1,3
"85",32,20071231,23,1,"6",3,109,4,2,92,50,42,24,15,4,5,18,1,94,59,41,16,14,4,8
"86",32,20071231,24,1,"33",3,93,9,4,78,41,35,24,15,2,3,24,2,69,46,37,13,14,1,3
"87",32,20071231,25,1,"33",3,80,14,3,64,41,29,10,9,5,6,0,3,52,26,14,14,9,3,7
"88",32,20071231,26,0,"32",3,166,9,4,132,99,70,13,18,5,8,6,3,138,81,57,27,18,9,12
"89",32,20071231,27,0,"33",3,110,17,3,82,47,37,21,11,4,4,10,2,76,46,32,19,11,2,3
"90",32,20071231,28,1,"6",3,133,17,4,102,49,39,27,13,7,9,12,6,93,45,32,27,13,5,7
"91",32,20071231,29,0,"32",3,64,3,2,55,42,34,5,9,3,3,5,2,50,30,24,6,9,4,7
"92",32,20071231,30,0,"33",3,98,14,0,63,38,34,18,11,2,2,7,4,76,38,27,20,10,3,4
"93",32,20071231,31,0,"33",3,77,6,1,53,34,30,12,10,1,1,3,2,79,53,34,12,9,12,14
"94",32,20080615,1,1,"30",3,61,1,2,49,36,27,8,8,1,1,3,3,50,29,16,11,9,3,7
"95",32,20080615,2,1,"48",3,67,12,2,56,36,30,14,10,0,1,5,3,57,34,24,13,10,0,3
"96",32,20080615,3,1,"9",3,72,7,2,69,38,30,16,11,2,3,1,0,54,31,23,11,10,2,5
"97",32,20080615,4,1,"21",3,68,3,0,50,37,30,9,9,0,0,1,0,78,62,32,10,10,4,7
"98",32,20080615,5,1,"33",3,115,5,5,79,42,34,21,14,5,7,10,8,83,42,34,17,14,1,4
"99",32,20080615,6,1,"30",3,27,2,0,20,17,12,2,3,1,1,1,0,24,9,2,5,4,2,6
"100",32,20080615,7,1,"36",3,146,8,1,97,53,48,26,16,2,2,10,4,116,64,49,29,16,4,6
"101",32,20080615,8,1,"4",3,60,4,0,44,29,26,8,8,3,3,0,3,42,26,16,6,8,2,6
"102",32,20080615,9,1,"4",3,128,6,2,96,54,34,25,15,4,7,5,2,106,68,46,16,15,10,15
"103",32,20080615,10,1,"44",3,123,21,3,98,56,52,27,17,0,0,22,10,106,68,55,22,17,1,2
"104",32,20080615,11,1,"82",3,69,9,4,58,36,32,13,11,0,0,6,2,67,45,32,9,10,10,12
"105",32,20080615,12,1,"21",3,78,8,2,66,37,28,17,11,0,1,8,6,61,30,24,14,10,0,2
"106",32,20080615,13,1,"78",3,51,5,2,43,26,24,10,8,3,3,1,3,48,34,20,5,8,2,6
"107",32,20080615,14,0,"7",3,125,5,3,107,72,58,21,15,8,8,10,0,94,66,49,15,15,5,8
"108",32,20080615,15,1,"33",3,66,5,3,47,29,26,9,8,3,3,4,3,62,28,15,17,9,1,5
"109",32,20080615,16,1,"33",3,94,7,3,59,38,32,9,10,0,1,1,1,86,55,29,17,10,10,13
"110",32,20080615,17,1,"30",3,82,7,2,67,46,35,12,10,5,6,7,6,64,38,28,8,10,2,5
"111",32,20080615,18,1,"21",3,78,4,3,61,34,27,16,9,7,7,8,0,63,41,28,9,9,5,8
"112",32,20080615,19,1,"33",3,138,7,1,109,68,46,24,15,16,18,2,3,84,49,30,21,15,3,8
"113",32,20080615,20,1,"4",3,90,13,2,58,39,34,13,10,4,4,2,0,70,43,31,17,9,5,5
"114",32,20080615,21,1,"4",3,62,5,2,48,31,28,8,9,0,0,6,1,50,27,18,13,9,4,7
"115",32,20080615,22,1,"82",3,138,9,6,90,52,47,22,17,0,1,25,6,118,73,57,22,17,10,11
"116",32,20080615,23,0,"7",3,98,7,4,71,42,33,15,12,4,6,4,4,85,47,32,18,12,7,10
"117",32,20080615,24,1,"33",3,102,9,2,85,48,38,23,12,7,7,6,1,64,45,36,14,12,1,2
"118",32,20080615,25,1,"30",3,95,1,2,75,53,40,13,11,1,1,4,4,74,43,34,13,11,5,6
"119",32,20080615,26,1,"4",3,122,13,6,81,52,32,15,12,6,10,8,4,79,38,22,18,12,5,11
"120",32,20080615,27,1,"4",3,67,5,3,42,25,21,11,8,1,2,3,3,57,32,16,10,8,2,7
"121",32,20080615,28,1,"33",3,100,5,0,58,37,30,12,10,5,6,5,4,60,36,25,10,9,6,9
"122",32,20080615,29,1,"30",3,87,6,1,78,60,42,11,10,6,6,2,1,52,30,23,12,9,1,3
"123",32,20080615,30,1,"33",3,114,4,0,87,51,36,18,13,8,10,9,4,68,25,19,22,12,1,5
"124",32,20080615,31,1,"30",3,82,12,0,65,43,30,14,9,2,2,7,0,63,43,28,8,9,4,7
"125",28,20080714,1,1,"33",3,89,0,3,52,43,28,4,9,1,3,0,5,67,35,22,11,9,9,14
"126",28,20080714,2,0,"36",3,73,3,0,59,36,25,14,9,4,5,2,3,56,32,19,8,8,3,7
"127",28,20080714,3,1,"13",3,136,0,1,84,44,26,20,15,2,8,1,2,87,50,29,16,14,8,15
"128",28,20080714,4,1,"82",3,62,1,2,36,21,19,11,8,0,1,1,0,59,34,17,10,8,5,10
"129",28,20080714,5,1,"48",3,75,0,1,59,41,28,10,9,4,6,0,2,50,37,20,4,8,6,11
"130",28,20080714,6,1,"48",3,62,5,0,48,27,22,12,8,3,3,0,3,50,19,11,14,9,1,5
"131",28,20080714,7,1,"4",3,105,4,4,60,32,23,10,10,4,8,0,7,64,39,21,5,10,1,8
"132",28,20080714,8,1,"82",3,151,7,2,123,73,48,26,15,7,10,6,1,93,57,42,18,14,3,5
"133",28,20080714,9,1,"30",3,70,1,1,50,29,24,11,8,6,6,3,1,49,32,18,7,8,6,10
"134",28,20080714,10,1,"21",3,52,8,0,38,21,21,12,8,0,0,0,2,39,19,10,9,7,1,5
"135",28,20080714,11,1,"21",3,55,3,0,40,24,17,15,8,0,0,1,0,44,23,11,10,8,2,6
"136",28,20080714,12,1,"4",3,98,3,2,67,44,30,9,10,7,10,0,4,72,41,24,9,11,4,10
"137",28,20080714,13,0,"30",3,87,1,7,61,41,25,8,10,1,5,0,4,59,36,15,8,9,6,12
"138",28,20080714,14,0,"36",3,87,2,2,54,27,24,15,9,0,0,2,5,70,52,32,7,9,5,8
"139",28,20080714,15,1,"30",3,165,3,5,113,50,35,32,16,6,10,8,1,111,71,49,20,17,7,11
"140",28,20080714,16,1,"48",3,79,4,3,60,35,25,9,10,4,7,0,1,66,42,26,9,10,5,10
"141",28,20080714,17,1,"4",3,166,6,1,93,47,32,23,16,1,6,6,5,109,50,31,26,17,3,11
"142",28,20080714,18,1,"78",3,99,4,2,63,39,28,15,10,1,3,2,2,76,40,26,15,10,5,9
"143",28,20080714,19,1,"21",3,70,3,1,55,32,27,13,10,0,3,2,2,57,36,24,2,9,3,7
"144",28,20080714,20,1,"4",3,133,1,5,90,57,40,19,14,4,6,15,2,87,53,37,17,14,4,7
"145",28,20080714,21,0,"30",3,99,2,7,76,51,30,16,12,3,5,4,0,82,48,28,18,12,8,12
"146",28,20080714,22,1,"48",3,77,1,4,53,28,22,12,9,2,5,2,2,64,36,18,14,10,7,13
"147",28,20080714,23,1,"78",3,124,7,0,60,38,32,14,11,3,4,3,2,66,41,28,10,11,0,3
"148",28,20080714,24,1,"4",3,162,0,4,109,67,46,18,15,5,9,1,3,98,54,35,23,14,6,9
"149",28,20080714,25,0,"30",3,59,0,3,43,34,26,5,8,0,1,0,5,46,25,14,6,8,2,7
"150",28,20080714,26,1,"78",3,98,1,2,59,39,25,14,10,4,7,0,2,69,43,27,7,10,7,12
"151",28,20080714,27,0,"30",3,171,2,4,99,69,47,17,16,2,6,4,7,116,62,37,33,15,11,14
"152",32,20080211,1,1,"30",3,149,3,4,95,52,39,27,15,2,3,4,9,107,53,39,29,15,5,7
"153",32,20080211,2,1,"33",3,84,8,0,58,39,29,7,11,1,5,3,2,58,37,18,9,10,1,7
"154",32,20080211,3,1,"30",3,100,2,5,69,45,34,11,11,1,3,6,1,67,41,28,14,11,1,4
"155",32,20080211,4,1,"4",3,62,10,1,50,30,25,11,9,0,0,5,2,46,29,20,6,8,2,5
"156",32,20080211,5,1,"4",3,72,2,1,44,32,27,9,9,0,0,0,1,53,37,23,7,8,3,6
"157",32,20080211,6,1,"6",3,96,5,1,65,38,28,17,11,3,4,5,4,67,34,23,17,11,3,6
"158",32,20080211,7,1,"27",3,85,2,0,39,26,23,10,8,0,0,11,5,75,41,27,11,8,11,15
"159",32,20080211,8,0,"4",3,158,3,3,93,64,42,15,14,8,11,11,4,97,61,43,17,14,7,9
"160",32,20080211,9,1,"30",3,95,8,6,71,37,30,18,10,4,5,3,2,60,27,22,14,10,4,7
"161",32,20080211,10,1,"48",3,163,5,8,133,68,49,29,17,6,10,7,4,117,59,38,25,16,7,12
"162",32,20080211,11,1,"4",3,80,8,1,49,32,26,11,10,1,2,3,4,56,35,22,8,9,2,6
"163",32,20080211,12,1,"24",3,129,4,2,75,38,29,22,14,7,10,1,3,81,54,36,12,14,8,13
"164",32,20080211,13,1,"48",3,84,0,1,56,40,23,10,9,4,7,0,1,59,33,18,8,9,6,12
"165",32,20080211,14,1,"4",3,117,0,16,77,48,25,12,11,8,14,0,8,65,43,19,8,11,5,13
"166",32,20080211,15,1,"82",3,108,1,4,65,39,25,11,10,4,8,0,1,59,35,17,11,10,3,9
"167",32,20080211,16,1,"30",3,64,10,1,46,34,27,7,9,1,2,2,4,46,20,14,9,8,1,5
"168",32,20080211,17,1,"30",3,97,10,2,72,43,37,13,12,1,2,3,2,81,54,33,10,13,5,11
"169",32,20080211,18,1,"30",3,161,1,4,110,77,47,13,14,12,17,3,3,88,55,36,13,13,5,10
"170",32,20080211,19,1,"4",3,82,5,2,54,41,26,8,8,3,5,3,5,58,28,16,10,8,2,8
"171",32,20080211,20,1,"27",3,79,2,0,42,35,26,5,8,0,1,0,2,47,37,19,1,7,4,9
"172",32,20080211,21,1,"48",3,98,4,2,68,28,22,22,11,7,9,1,9,75,43,27,14,10,9,13
"173",32,20080211,22,1,"24",3,93,4,1,65,37,25,18,10,2,3,3,1,62,35,20,16,10,2,5
"174",32,20080211,23,1,"48",3,51,0,1,36,27,20,6,8,2,4,0,7,42,25,10,3,7,4,10
"175",32,20080211,24,1,"30",3,79,8,1,41,22,21,12,8,2,2,5,4,77,46,28,12,9,7,11
"176",32,20080211,25,1,"30",3,143,2,1,102,71,45,16,15,6,9,0,4,88,72,47,7,15,3,7
"177",32,20080211,26,1,"27",3,172,2,3,98,66,47,13,15,4,8,4,4,103,71,47,17,14,7,9
"178",32,20080211,27,1,"48",3,118,8,2,93,50,45,22,15,2,2,7,1,88,49,37,19,14,5,8
"179",32,20080211,28,1,"30",3,107,5,3,82,45,33,16,14,4,8,1,1,83,70,40,5,13,4,9
"180",32,20080211,29,1,"30",3,160,5,1,82,54,41,18,14,0,2,0,3,98,64,43,18,15,9,12
"181",32,20080211,30,1,"30",3,55,5,1,41,20,17,15,7,3,3,1,6,43,24,15,1,7,2,7
"182",32,20080211,31,1,"30",3,147,3,0,108,84,56,15,17,4,8,6,2,109,70,48,20,16,9,12
"183",32,20080303,1,1,"16",3,81,4,4,57,26,20,20,10,3,5,2,6,76,44,29,10,10,3,7
"184",32,20080303,2,1,"51",3,110,6,9,97,55,42,17,15,5,8,2,6,86,59,37,14,14,1,5
"185",32,20080303,3,1,"96",3,109,17,2,95,55,39,26,15,5,6,3,4,84,52,37,19,14,3,5
"186",32,20080303,4,1,"77",3,82,10,5,67,40,29,18,10,1,2,2,4,65,33,21,15,10,3,6
"187",32,20080303,5,1,"23",3,71,2,5,57,31,27,15,10,0,1,0,5,67,33,21,16,9,5,8
"188",32,20080303,6,1,"96",3,117,2,2,109,63,43,19,14,12,16,6,4,84,43,31,17,13,6,10
"189",32,20080303,7,1,"54",3,114,19,8,104,58,44,25,16,5,6,7,4,84,55,43,18,16,3,5
"190",32,20080303,8,1,"6",3,27,4,0,19,12,11,5,4,0,0,2,1,31,20,10,4,5,3,6
"191",32,20080303,9,1,"48",3,90,3,0,64,47,33,9,9,4,5,1,4,66,32,18,14,9,5,9
"192",32,20080303,10,1,"10",3,88,10,3,75,43,35,19,12,4,4,2,0,64,48,35,9,12,0,1
"193",32,20080303,11,0,"6",3,98,12,2,85,46,41,23,15,1,2,10,1,81,61,46,13,15,1,3
"194",32,20080303,12,1,"4",3,95,3,4,72,39,32,19,11,0,1,4,1,62,33,24,16,10,3,5
"195",32,20080303,13,1,"36",3,80,8,6,68,39,25,15,10,7,10,4,4,52,20,15,12,9,4,9
"196",32,20080303,14,1,"96",3,125,9,7,102,53,42,26,15,4,7,0,1,109,45,32,36,15,4,8
"197",32,20080303,15,1,"33",3,93,6,5,73,46,34,15,11,2,4,4,3,66,33,22,18,11,1,4
"198",32,20080303,16,1,"6",3,57,7,2,46,23,19,15,8,2,2,3,3,42,20,8,11,7,2,6
"199",32,20080303,17,1,"51",3,97,3,2,91,42,26,32,11,4,6,4,4,65,38,28,11,10,5,8
"200",32,20080303,18,1,"77",3,101,5,3,67,44,37,17,12,0,0,11,4,85,40,29,25,12,3,4
"201",32,20080303,19,1,"96",3,97,5,2,71,45,34,16,11,2,3,6,7,89,45,31,22,10,3,5
"202",32,20080303,20,1,"54",3,55,12,5,48,25,22,11,7,2,2,2,3,48,27,15,8,8,4,9
"203",32,20080303,21,1,"10",3,47,1,1,35,20,14,11,6,1,1,0,2,33,19,12,5,6,1,4
"204",32,20080303,22,1,"4",3,84,3,2,60,39,28,14,10,7,8,8,4,81,46,28,15,10,10,14
"205",32,20080303,23,1,"96",3,58,6,3,53,23,17,17,8,1,2,2,0,47,27,12,9,8,1,6
"206",32,20080303,24,1,"33",3,106,5,3,71,43,32,12,11,7,10,2,4,74,34,16,20,10,11,16
"207",32,20080303,25,1,"77",3,54,8,1,37,25,20,10,7,2,2,2,4,48,23,12,9,7,3,8
"208",32,20080303,26,1,"96",3,54,3,6,47,27,24,9,8,1,1,5,3,50,26,15,9,7,0,4
"209",32,20080303,27,1,"4",3,80,2,0,51,30,26,14,10,0,0,3,2,64,37,27,14,10,5,7
"210",32,20080303,28,1,"96",3,72,6,1,60,35,26,18,10,2,2,0,0,56,36,27,8,10,2,5
"211",32,20080303,29,1,"77",3,89,6,0,78,53,40,12,11,3,5,5,0,60,37,27,14,11,2,5
"212",32,20080303,30,1,"96",3,100,6,2,85,44,30,20,10,4,6,3,3,69,35,21,15,10,4,9
"213",32,20080303,31,1,"96",3,121,12,5,110,63,51,23,15,9,10,7,1,89,64,46,11,14,2,4
"214",32,20071231,1,0,"30",3,96,2,0,59,35,21,14,9,1,4,0,1,60,41,18,7,9,4,10
"215",32,20071231,2,1,"96",3,113,9,1,89,63,47,14,12,2,3,4,2,81,52,36,19,12,0,1
"216",32,20071231,3,1,"30",3,88,2,3,63,39,20,16,10,1,4,1,7,47,27,16,6,10,0,5
"217",32,20071231,4,1,"7",3,164,4,4,108,63,50,27,17,3,4,2,2,108,66,52,22,17,5,6
"218",32,20071231,5,1,"30",3,66,5,1,44,31,21,9,8,0,2,4,3,64,36,19,9,9,6,12
"219",32,20071231,6,1,"78",3,120,6,3,99,49,36,29,15,3,6,3,2,98,65,42,17,16,5,9
"220",32,20071231,7,1,"33",3,105,3,0,68,45,34,16,11,4,4,9,0,83,45,35,18,11,7,8
"221",32,20071231,8,1,"9",3,98,7,0,69,44,31,16,11,3,5,7,3,69,43,29,14,11,3,6
"222",32,20071231,9,0,"7",3,68,6,0,50,30,25,13,9,1,1,3,1,60,36,26,8,9,5,8
"223",32,20071231,10,1,"9",3,74,7,2,45,25,24,12,9,0,0,6,1,63,41,28,11,10,4,7
"224",32,20071231,11,1,"33",3,52,3,3,45,30,24,9,8,0,0,1,3,35,19,12,6,7,1,5
"225",32,20071231,12,1,"78",3,73,7,2,70,49,35,11,9,8,9,4,0,46,29,18,5,8,3,7
"226",32,20071231,13,1,"33",3,68,2,2,52,28,21,14,9,3,4,3,3,55,35,22,9,9,6,10
"227",32,20071231,14,1,"21",3,134,7,2,93,48,38,24,15,4,7,3,3,97,51,31,28,13,4,7
"228",32,20071231,15,1,"21",3,59,15,4,57,40,29,8,8,8,8,3,4,41,26,13,8,8,2,6
"229",32,20071231,16,1,"65",3,84,4,4,83,52,39,16,10,7,7,3,2,56,35,26,10,9,1,3
"230",32,20071231,17,0,"30",3,66,4,0,45,32,24,11,8,2,2,0,2,43,27,17,4,7,2,6
"231",32,20071231,18,1,"30",3,152,9,5,97,63,52,19,17,2,4,10,2,114,64,48,29,17,5,7
"232",32,20071231,19,1,"30",3,112,4,2,95,52,39,27,14,3,3,1,1,86,35,26,30,15,1,5
"233",32,20071231,20,1,"33",3,146,3,3,107,60,44,23,17,2,6,13,3,108,67,46,21,17,3,7
"234",32,20071231,21,1,"9",3,94,8,2,62,32,24,21,10,0,0,1,1,89,62,39,11,10,13,15
"235",32,20071231,22,1,"78",3,108,1,3,74,46,30,17,13,4,8,1,3,82,57,35,9,14,2,7
"236",32,20071231,23,1,"21",3,77,8,3,53,30,23,12,9,2,3,4,4,74,47,32,8,9,8,12
"237",32,20071231,24,1,"65",3,79,6,1,54,37,27,13,9,3,3,8,4,84,44,29,16,10,12,16
"238",32,20071231,25,0,"30",3,80,1,0,45,30,24,12,9,0,0,6,5,52,24,18,9,8,3,6
"239",32,20071231,26,1,"30",3,75,8,1,53,31,25,15,10,0,0,0,3,75,48,32,12,9,8,10
"240",32,20071231,27,1,"78",3,70,1,2,47,29,27,13,10,0,0,6,1,57,35,25,12,10,2,4
"241",32,20071231,28,1,"21",3,107,6,1,86,48,35,21,14,3,5,5,4,85,51,35,15,13,5,9
"242",32,20071231,29,0,"30",3,235,4,1,121,81,58,27,18,2,4,9,4,153,109,74,24,18,15,17
"243",32,20071231,30,1,"78",3,83,3,0,43,29,24,9,8,1,1,3,2,76,35,21,18,9,4,8
"244",32,20071231,31,1,"78",3,57,9,0,33,23,21,7,7,0,0,1,1,32,21,10,2,6,1,6
